,Drug-Gene,Drug-Gene Cluster,Dependency Path,Dependency path Cluster
2184,(lapatinib/egfr),1.0,,
2185,(propofol/inos),20.0,,
2186,(resveratrol/icam-1),1.0,,
2187,(ofatumumab/cd20),7.0,,
2188,(urokinase/vegf),20.0,,
2189,(cyclosporin/col6a1),24.0,,
2190,(rosiglitazone/mcp-1),5.0,,
2191,(lovastatin/rhoa),0.0,,
2192,(lovastatin/survivin),22.0,,
2193,(amiloride/asic),25.0,,
2194,(estradiol/cort),24.0,,
2195,(maraviroc/ccr5),0.0,,
2196,(noradrenaline/lhrh),16.0,,
2197,(vorinostat/ctcl),15.0,,
2198,(clofibrate/cyp2e1),25.0,,
2199,(cerulenin/fasn),28.0,,
2200,(diuretics/copd),2.0,,
2201,(bortezomib/survivin),15.0,,
2202,(buspirone/s100b),18.0,,
2203,(medetomidine/gastrin),24.0,,
2204,(oxytocin/oxtr),20.0,,
2205,(metformin/pten),12.0,,
2206,(dhea/dhea-st),22.0,,
2207,(dexamethasone/mtor),28.0,,
2208,(curcumin/cyp1a1),22.0,,
2209,(losartan/a-ii),7.0,,
2210,(lidocaine/egfr),21.0,,
2211,(fluoxetine/mao-a),28.0,,
2212,(fluconazole/cdr1),20.0,,
2213,(2-methoxyestradiol/hif-1alpha),25.0,,
2214,(naloxone/tlr4),0.0,,
2215,(artemisinin/cyp2c19),18.0,,
2216,(betaine/bgt-1),26.0,,
2217,(phenytoin/ml-1),24.0,,
2218,(mecamylamine/nachr),0.0,,
2219,(simvastatin/apom),0.0,,
2220,(terfenadine/cyp3a4),20.0,,
2221,(flutamide/cyp1a2),9.0,,
2222,(pge2/bfgf),8.0,,
2223,(pge2/cgrp),8.0,,
2224,(hyaluronan/layilin),7.0,,
2225,(paclitaxel/ap-1),27.0,,
2226,(nortriptyline/cyp2d6),17.0,,
2227,(estrone/bcrp),26.0,,
2228,(amiloride/u-pa),12.0,,
2229,(rapamycin/eef2),27.0,,
2230,(forskolin/ifn-gamma),24.0,,
2231,(bexarotene/ctcl),2.0,,
2232,(clotrimazole/aromatase),23.0,,
2233,(curcumin/tlr2),9.0,,
2234,(leuprorelin/lhrh),16.0,,
2235,(curcumin/tlr4),23.0,,
2236,(celecoxib/caspase-3),3.0,,
2237,(cisplatin/mrp2),7.0,,
2238,(imatinib/pc-3),21.0,,
2239,(hydroquinone/nadph),8.0,,
2240,(sorafenib/mtor),28.0,,
2241,(forskolin/aromatase),25.0,,
2242,(ticlopidine/p2y12),0.0,,
2243,(curcumin/vegf),0.0,,
2244,(methotrexate/etanercept),2.0,,
2245,(disulfiram/cyp2e1),12.0,,
2246,(amlexanox/s100a12),7.0,,
2247,(atra/eotaxin),21.0,,
2248,(estradiol/ampk),10.0,,
2249,(abciximab/mac-1),7.0,,
2250,(estradiol/sulfatase),0.0,,
2251,(paclitaxel/dppiv),15.0,,
2252,(cilostazol/nf-kappab),22.0,,
2253,(estrone/mrp1),26.0,,
2254,(curcumin/trpa1),10.0,,
2255,(rosiglitazone/pparg),16.0,,
2256,(simvastatin/mmp-3),18.0,,
2257,(betaine/nf-kappab),21.0,,
2258,(dexamethasone/myocilin),13.0,,
2259,(simvastatin/mmp-9),21.0,,
2260,(resveratrol/mmp-9),1.0,,
2261,(genistein/mcp-1),27.0,,
2262,(thyroglobulin/calcitonin),9.0,,
2263,(resveratrol/mmp-2),17.0,,
2264,(hyaluronate/ghap),6.0,,
2265,(pyrimethamine/dhfr),28.0,,
2266,(suramin/afgf),7.0,,
2267,(mivacurium/pseudocholinesterase),9.0,,
2268,(rabeprazole/cyp2c19),15.0,,
2269,(doxorubicin/parp),19.0,,
2270,(tacrolimus/vegf),3.0,,
2271,(mupirocin/ilers),25.0,,
2272,(curcumin/egr-1),25.0,,
2273,(octreotide/ho-1),22.0,,
2274,(isoproterenol/rap1),7.0,,
2275,(pioglitazone/lox-1),4.0,,
2276,(indomethacin/ppar),7.0,,
2277,(estradiol/hoxa10),22.0,,
2278,(atorvastatin/ldlc),24.0,,
2279,(carnitine/pparalpha),20.0,,
2280,(oxytocin/reticulum),17.0,,
2281,(glcnac/chia),25.0,,
2282,(mianserin/5-ht2c),0.0,,
2283,(mianserin/5-ht2a),23.0,,
2284,(pge2/lhrh),21.0,,
2285,(dhea/enos),10.0,,
2286,(cyclosporine/reticulum),18.0,,
2287,(fenofibrate/pcsk9),29.0,,
2288,(g-csf/jak2),5.0,,
2289,(pargyline/mao-b),1.0,,
2290,(g-csf/jak1),5.0,,
2291,(methotrexate/g-csf),18.0,,
2292,(ouabain/caspase-3),25.0,,
2293,(betaine/bgt1),26.0,,
2294,(lucanthone/ape1),0.0,,
2295,(midazolam/cyp3a4),15.0,,
2296,(chloramphenicol/ifn-gamma),14.0,,
2297,(aldosterone/nhe3),29.0,,
2298,(probucol/ho-1),22.0,,
2299,(cyclophosphamide/sargramostim),2.0,,
2300,(estradiol/cd40l),9.0,,
2301,(collagenase/stromelysin-2),9.0,,
2302,(collagenase/stromelysin-1),0.0,,
2303,(dhea/igf-i),24.0,,
2304,(collagenase/mt1-mmp),26.0,,
2305,(pargyline/mao-a),22.0,,
2306,(paclitaxel/s100p),22.0,,
2307,(forskolin/gastrin),5.0,,
2308,(minocycline/inos),25.0,,
2309,(prednisone/il-10),2.0,,
2310,(biguanides/alpha-glucosidase),12.0,,
2311,(g-csf/socs3),24.0,,
2312,(pravastatin/mcp-1),11.0,,
2313,(g-csf/socs1),25.0,,
2314,(dextran/u-pa),29.0,,
2315,(dexamethasone/sr-bi),22.0,,
2316,(noradrenaline/cgrp),19.0,,
2317,(isoproterenol/mucin),8.0,,
2318,(prednisolone/amyloidosis),17.0,,
2319,(rapamycin/raptor),23.0,,
2320,(indomethacin/survivin),3.0,,
2321,(calcitriol/ifn-gamma),20.0,,
2322,(gm-csf/ifn-alpha),18.0,,
2323,(ndga/phospholipase),12.0,,
2324,(carboplatin/g-csf),18.0,,
2325,(nadh/nadph),18.0,,
2326,(calcitriol/aromatase),1.0,,
2327,(ritonavir/hsp90),7.0,,
2328,(doxorubicin/reticulum),10.0,,
2329,(amiloride/nhe-1),12.0,,
2330,(ketoconazole/p-gp),17.0,,
2331,(meloxicam/vegf),13.0,,
2332,(efavirenz/cyp2b6),17.0,,
2333,(menadione/sod1),10.0,,
2334,(capsaicin/cgrp),19.0,,
2335,(doxorubicin/hsp27),9.0,,
2336,(hyaluronan/habp1),6.0,,
2337,(telmisartan/pparalpha),10.0,,
2338,(gemcitabine/nfkappab),1.0,,
2339,(prostacyclin/edrf),18.0,,
2340,(atorvastatin/resistin),4.0,,
2341,(cerivastatin/enos),22.0,,
2342,(rosiglitazone/adipor2),18.0,,
2343,(norethindrone/aromatase),28.0,,
2344,(rosiglitazone/ppar),7.0,,
2345,(amiodarone/phospholipase),28.0,,
2346,(fluoxetine/cyp2c19),28.0,,
2347,(irinotecan/cyp3a4),22.0,,
2348,(phosphatidylserine/atp8a2),26.0,,
2349,(norepinephrine/creb),1.0,,
2350,(cisplatin/trpv1),10.0,,
2351,(atra/aqp3),22.0,,
2352,(thyrotropin/autoantigen),7.0,,
2353,(doxorubicin/pc-3),5.0,,
2354,(fluorescein/mrp1),17.0,,
2355,(tropisetron/nachr),7.0,,
2356,(loperamide/p-gp),15.0,,
2357,(fluoxetine/darpp-32),10.0,,
2358,(verapamil/abcb1),28.0,,
2359,(glcnac/rft1),9.0,,
2360,(diuretics/ncct),27.0,,
2361,(atra/mmp-9),27.0,,
2362,(estradiol/brca1),2.0,,
2363,(phosphatidylserine/lactadherin),5.0,,
2364,(rizatriptan/cgrp),5.0,,
2365,(gp120/cxcr4),7.0,,
2366,(buspirone/5ht1a),16.0,,
2367,(atra/ddah),4.0,,
2368,(pentagastrin/cck-b),16.0,,
2369,(pge2/15-pgdh),20.0,,
2370,(carrageenan/cox-2),25.0,,
2371,(rapamycin/mtor),1.0,,
2372,(atazanavir/ugt1a1),28.0,,
2373,(mianserin/5-ht1c),0.0,,
2374,(gemcitabine/cox-2),17.0,,
2375,(amprenavir/p-gp),28.0,,
2376,(mesalazine/cdc25a),12.0,,
2377,(hesperetin/herg),24.0,,
2378,(dexamethasone/cort),1.0,,
2379,(pge2/ifn-alpha),25.0,,
2380,(rifampin/cyp3a4),22.0,,
2381,(octreotide/ifn-alpha),2.0,,
2382,(pyridoxal/palp),9.0,,
2383,(gentamicin/pi-plc),0.0,,
2384,(donepezil/butyrylcholinesterase),6.0,,
2385,(trastuzumab/egfr),15.0,,
2386,(indomethacin/timp),28.0,,
2387,(docetaxel/cyp3a4),17.0,,
2388,(melatonin/mtnr1b),20.0,,
2389,(capecitabine/her2),2.0,,
2390,(melatonin/mtnr1a),20.0,,
2391,(betaine/prox),6.0,,
2392,(gemcitabine/hcnt1),17.0,,
2393,(fluoxetine/sert),26.0,,
2394,(flecainide/cyp2d6),28.0,,
2395,(pyridostigmine/cholinesterase),12.0,,
2396,(ticlopidine/cyp2c19),28.0,,
2397,(cyclosporin/mdr1),20.0,,
2398,(oltipraz/cyp1a1),22.0,,
2399,(g-csf/stat1),5.0,,
2400,(g-csf/stat3),29.0,,
2401,(olanzapine/cyp1a2),17.0,,
2402,(tropisetron/5-ht4),0.0,,
2403,(phenytoin/cyp3a),9.0,,
2404,(oestriol/lactogen),26.0,,
2405,(theophylline/mfgm),19.0,,
2406,(minocycline/glur1),29.0,,
2407,(amodiaquine/cyp2c8),17.0,,
2408,(mirtazapine/comt),5.0,,
2409,(halothane/ryr1),10.0,,
2410,(lornoxicam/cyp2c9),17.0,,
2411,(omeprazole/cyp3a),17.0,,
2412,(desmopressin/aqp2),11.0,,
2413,(propofol/trpc5),21.0,,
2414,(rapamycin/torc1),0.0,,
2415,(cilostazol/pai-1),1.0,,
2416,(tacrolimus/il-10),5.0,,
2417,(doxorubicin/bcl-xl),5.0,,
2418,(rapamycin/torc2),1.0,,
2419,(creatine/slc6a8),26.0,,
2420,(anxiolytics/5-ht1a),16.0,,
2421,(l-glutamine/ppargamma),3.0,,
2422,(bezafibrate/pparalpha),29.0,,
2423,(lamotrigine/glur1),29.0,,
2424,(resveratrol/ckii),13.0,,
2425,(valacyclovir/pept1),17.0,,
2426,(norepinephrine/phospholipase),29.0,,
2427,(aminophylline/copd),0.0,,
2428,(calcitriol/cyp27b1),5.0,,
2429,(g-csf/stat5),29.0,,
2430,(dexamethasone/gnrh),1.0,,
2431,(estradiol/sf-1),18.0,,
2432,(curcumin/ccl2),20.0,,
2433,(sulfasalazine/nf-kappab),12.0,,
2434,(celecoxib/ho-1),28.0,,
2435,(dhea/ppargamma),11.0,,
2436,(ketoconazole/herg),12.0,,
2437,(curcumin/mpges-1),21.0,,
2438,(digoxin/mdr1),17.0,,
2439,(paclitaxel/p-gp),15.0,,
2440,(pyrazinamide/nicotinamide),16.0,,
2441,(camptothecin/tdp1),5.0,,
2442,(pge2/nf-kappab),23.0,,
2443,(voriconazole/cyp2c9),17.0,,
2444,(etanercept/amyloidosis),2.0,,
2445,(atra/evi-1),13.0,,
2446,(fenofibrate/apoa-i),27.0,,
2447,(pitavastatin/pon1),23.0,,
2448,(staurosporine/gnrh),0.0,,
2449,(g-csf/cox-2),5.0,,
2450,(hemin/inos),22.0,,
2451,(atra/ifn-gamma),5.0,,
2452,(methylprednisolone/il-10),8.0,,
2453,(estradiol/mcp-1),13.0,,
2454,(phenylephrine/alpha1),16.0,,
2455,(resveratrol/pkm2),8.0,,
2456,(nifedipine/dhps),24.0,,
2457,(tamoxifen/cyp3a4),22.0,,
2458,(paclitaxel/nf-kappab),7.0,,
2459,(gonadorelin/gnrh),5.0,,
2460,(captopril/sar1),11.0,,
2461,(propofol/beta2),19.0,,
2462,(genistein/ampk),10.0,,
2463,(pge2/il-1),0.0,,
2464,(ara-a/ampk),1.0,,
2465,(fk-506/fkbp-12),6.0,,
2466,(metformin/oct3),6.0,,
2467,(memantine/cholinesterase),17.0,,
2468,(melatonin/cry1),8.0,,
2469,(pge2/caspase-3),20.0,,
2470,(cisplatin/cited2),24.0,,
2471,(etoposide/parp),21.0,,
2472,(fentanyl/cyp3a),17.0,,
2473,(sulindac/beta-catenin),22.0,,
2474,(doxorubicin/dnmt1),21.0,,
2475,(methotrexate/dhfr),12.0,,
2476,(methacholine/gastrin),5.0,,
2477,(paclitaxel/caspase-3),19.0,,
2478,(fk506/igf-i),22.0,,
2479,(cilostazol/ho-1),22.0,,
2480,(lidocaine/trpv1),25.0,,
2481,(ropivacaine/ml-1),2.0,,
2482,(il-2/vegf),18.0,,
2483,(cyclosporine/hsp47),10.0,,
2484,(antivirals/neuraminidase),1.0,,
2485,(noradrenaline/alpha-msh),16.0,,
2486,(fluvastatin/pon1),23.0,,
2487,(rapamycin/4e-bp1),0.0,,
2488,(metformin/pepck),1.0,,
2489,(pioglitazone/apoe),24.0,,
2490,(cyclosporin/cypa),20.0,,
2491,(staurosporine/bcl-2),23.0,,
2492,(cyclosporin/g-csf),18.0,,
2493,(tacrolimus/cyp3a),15.0,,
2494,(vincristine/p-gp),15.0,,
2495,(cilostazol/pde4),28.0,,
2496,(nelfinavir/vegf),22.0,,
2497,(aripiprazole/p-gp),15.0,,
2498,(verapamil/gastrin),13.0,,
2499,(ru486/gnrh),13.0,,
2500,(metformin/pmat),15.0,,
2501,(gemcitabine/xiap),21.0,,
2502,(ampicillin/acylase),5.0,,
2503,(vasopressin/endothelin-1),2.0,,
2504,(flurbiprofen/cgrp),21.0,,
2505,(genistein/nkcc1),3.0,,
2506,(halothane/beta2),23.0,,
2507,(cinacalcet/cyp2d6),13.0,,
2508,(indomethacin/leukotriene),16.0,,
2509,(varenicline/copd),2.0,,
2510,(benzbromarone/adiponectin),19.0,,
2511,(theophylline/cyp2e1),9.0,,
2512,(decitabine/p53r2),22.0,,
2513,(aminopterin/dhfr),28.0,,
2514,(il-2/il2rg),20.0,,
2515,(torcetrapib/cetp),1.0,,
2516,(metyrapone/cyp11b1),6.0,,
2517,(fenofibrate/apoprotein),28.0,,
2518,(colchicine/amyloidosis),17.0,,
2519,(gemcitabine/egfr),10.0,,
2520,(norepinephrine/bdnf),18.0,,
2521,(urokinase/uparap),7.0,,
2522,(cisplatin/foxo3a),27.0,,
2523,(tolterodine/cyp2d6),17.0,,
2524,(gm-csf/cd11c),25.0,,
2525,(resveratrol/cyp3a4),1.0,,
2526,(gm-csf/cd11b),26.0,,
2527,(calcein/p-gp),22.0,,
2528,(dexamethasone/irs-1),5.0,,
2529,(sorafenib/braf),28.0,,
2530,(abciximab/beta3),7.0,,
2531,(dexamethasone/bcl-x),0.0,,
2532,(il-2/rantes),25.0,,
2533,(etoposide/reticulum),24.0,,
2534,(celecoxib/e-cadherin),24.0,,
2535,(pitavastatin/adiponectin),18.0,,
2536,(suramin/il-1),6.0,,
2537,(simvastatin/cyp3a4),15.0,,
2538,(il-2/il-10),0.0,,
2539,(meth/nnos),19.0,,
2540,(geldanamycin/hif-1alpha),1.0,,
2541,(methimazole/fmo1),5.0,,
2542,(il-2/il-13),4.0,,
2543,(danazol/escs),17.0,,
2544,(il-2/il-16),24.0,,
2545,(il-2/il-15),0.0,,
2546,(tamoxifen/maspin),5.0,,
2547,(prenylamine/calmodulin),0.0,,
2548,(glibenclamide/cyp2c9),24.0,,
2549,(il-11/il-1),0.0,,
2550,(zileuton/5-lox),1.0,,
2551,(aripiprazole/drd2),16.0,,
2552,(trastuzumab/p27kip1),19.0,,
2553,(arsenite/cftr),9.0,,
2554,(amitriptyline/cyp2d6),17.0,,
2555,(il-2/il-17),27.0,,
2556,(sorafenib/tace),19.0,,
2557,(il-2/il-18),2.0,,
2558,(il-2/il-22),11.0,,
2559,(imatinib/hsp90),1.0,,
2560,(il-2/il-21),2.0,,
2561,(gm-csf/il-1),18.0,,
2562,(vasopressin/inos),9.0,,
2563,(il-2/il-27),4.0,,
2564,(cimetidine/ifn-alpha),7.0,,
2565,(chlorpropamide/niddm),2.0,,
2566,(il-2/gm-csf),18.0,,
2567,(ritonavir/cyp2d6),28.0,,
2568,(gm-csf/il-5),0.0,,
2569,(simvastatin/ifn-gamma),28.0,,
2570,(indacaterol/copd),6.0,,
2571,(docetaxel/abcb1),17.0,,
2572,(g-csf/psgl-1),3.0,,
2573,(olanzapine/ghrelin),24.0,,
2574,(amiodarone/cyp2d6),1.0,,
2575,(sertraline/cyp2d6),28.0,,
2576,(resveratrol/aromatase),23.0,,
2577,(genistein/brca1),23.0,,
2578,(neratinib/abcb1),24.0,,
2579,(etoposide/pc-3),5.0,,
2580,(doxorubicin/tgfbeta),10.0,,
2581,(ezetimibe/statin),2.0,,
2582,(estradiol/dheas),3.0,,
2583,(phentolamine/alpha1),16.0,,
2584,(pentagastrin/gastrin),16.0,,
2585,(sunitinib/hif-1alpha),21.0,,
2586,(il-2/ccr6),25.0,,
2587,(il-2/ccr5),20.0,,
2588,(carbachol/trpc6),20.0,,
2589,(carbachol/trpc5),22.0,,
2590,(paracetamol/udp-glucuronosyltransferase),14.0,,
2591,(oxaliplatin/kras),19.0,,
2592,(biguanides/ampk),10.0,,
2593,(simvastatin/ecnos),22.0,,
2594,(ng-monomethyl-l-arginine/edrf),12.0,,
2595,(il-11/nf-kappab),11.0,,
2596,(forskolin/mmp-2),22.0,,
2597,(vasopressin/inositol),24.0,,
2598,(urokinase/u-pa),0.0,,
2599,(carbachol/egr-1),13.0,,
2600,(papain/neuraminidase),2.0,,
2601,(hyaluronan/cd44),7.0,,
2602,(piroxicam/cox-1),28.0,,
2603,(piroxicam/cox-2),28.0,,
2604,(isoflurane/nnos),28.0,,
2605,(fludarabine/stat1),25.0,,
2606,(atorvastatin/enos),8.0,,
2607,(diazepam/cyp2c19),15.0,,
2608,(rosiglitazone/nachr),1.0,,
2609,(nefazodone/cyp3a4),12.0,,
2610,(cisplatin/tnfr1),13.0,,
2611,(resveratrol/sir2),27.0,,
2612,(donepezil/cholinesterase),28.0,,
2613,(atorvastatin/cox-2),13.0,,
2614,(vasopressin/atriopeptin),21.0,,
2615,(fenoterol/copd),2.0,,
2616,(procainamide/napa),19.0,,
2617,(aldosterone/phospholipase),29.0,,
2618,(cerivastatin/inos),22.0,,
2619,(primaquine/methemoglobin),25.0,,
2620,(cisplatin/tlr4),26.0,,
2621,(varenicline/nachr),7.0,,
2622,(trimethoprim/cyp2c8),28.0,,
2623,(olanzapine/5-ht2c),16.0,,
2624,(curcumin/mrp1),23.0,,
2625,(pindolol/5-ht1a),7.0,,
2626,(cisplatin/vegf),3.0,,
2627,(l-citrulline/nnos),5.0,,
2628,(aldosterone/g6pd),22.0,,
2629,(dhea/cyp1a1),22.0,,
2630,(rapamycin/tsc1),24.0,,
2631,(acarbose/niddm),2.0,,
2632,(aldosterone/k-ras2a),25.0,,
2633,(il-2/hdac1),8.0,,
2634,(oxytocin/phospholipase),10.0,,
2635,(erythromycin/cyp3a4),28.0,,
2636,(verapamil/cyp3a4),1.0,,
2637,(pentamidine/herg),23.0,,
2638,(pgi2/il-1),18.0,,
2639,(dexamethasone/l-pgds),8.0,,
2640,(cyclosporin/cd28),19.0,,
2641,(tamoxifen/aromatase),1.0,,
2642,(curcumin/sult1a1),13.0,,
2643,(indinavir/cyp3a4),15.0,,
2644,(hyaluronidase/hyal3),20.0,,
2645,(hyaluronidase/hyal2),26.0,,
2646,(lidocaine/acat),12.0,,
2647,(oxaliplatin/survivin),1.0,,
2648,(rasagiline/bcl-2),13.0,,
2649,(pioglitazone/visfatin),13.0,,
2650,(dexamethasone/fasl),13.0,,
2651,(lidoflazine/herg),12.0,,
2652,(bromocriptine/gnrh),24.0,,
2653,(temozolomide/msh6),0.0,,
2654,(gm-csf/csf-1),18.0,,
2655,(gefitinib/vegf),0.0,,
2656,(hemin/cyp1a1),25.0,,
2657,(gefitinib/hoct1),17.0,,
2658,(rapamycin/p27kip1),10.0,,
2659,(roflumilast/copd),6.0,,
2660,(losartan/ctgf),11.0,,
2661,(finasteride/vegf),18.0,,
2662,(propranolol/cyp2d6),15.0,,
2663,(forskolin/bfgf),22.0,,
2664,(paracetamol/udpgt),20.0,,
2665,(forskolin/ap-1),22.0,,
2666,(nadh/lambda-crystallin),6.0,,
2667,(dicumarol/nqo1),1.0,,
2668,(propofol/bcl-2),9.0,,
2669,(rofecoxib/cox-1),25.0,,
2670,(rofecoxib/cox-2),1.0,,
2671,(metformin/caspase-3),3.0,,
2672,(cilomilast/copd),6.0,,
2673,(hyaluronan/behab),20.0,,
2674,(daunorubicin/nfkappab),3.0,,
2675,(fluvoxamine/5-ht2c),27.0,,
2676,(losartan/jak2),1.0,,
2677,(calcitriol/cd14),21.0,,
2678,(capsaicin/oxidoreductase),28.0,,
2679,(tacrine/cholinesterase),1.0,,
2680,(genistein/glut1),24.0,,
2681,(atorvastatin/mcp-1),11.0,,
2682,(g-csf/cxcr4),27.0,,
2683,(etoricoxib/cox-2),28.0,,
2684,(cevimeline/aqp5),24.0,,
2685,(collagenase/il-1),8.0,,
2686,(fentanyl/mir-190),5.0,,
2687,(l-dopa/comt),18.0,,
2688,(arsenite/arsb),13.0,,
2689,(evodiamine/nf-kappab),23.0,,
2690,(estradiol/igfbp-3),7.0,,
2691,(estradiol/igfbp-4),4.0,,
2692,(arsenite/arsa),8.0,,
2693,(indomethacin/il-11),4.0,,
2694,(estradiol/igfbp-2),19.0,,
2695,(troglitazone/cyp3a4),5.0,,
2696,(genistein/cyclooxygenase-2),24.0,,
2697,(troglitazone/ppar-gamma),7.0,,
2698,(tolbutamide/cyp2c9),15.0,,
2699,(daunorubicin/igf-i),25.0,,
2700,(diazepam/cyp3a4),6.0,,
2701,(carnitine/cpt1a),26.0,,
2702,(noradrenaline/alpha1),17.0,,
2703,(fluvastatin/statin),27.0,,
2704,(sunitinib/vegf),0.0,,
2705,(genistein/egfr),7.0,,
2706,(bevacizumab/vegf),18.0,,
2707,(haloperidol/pomc),9.0,,
2708,(indomethacin/il-18),22.0,,
2709,(carnitine/cpt1b),20.0,,
2710,(gm-csf/phospholipase),18.0,,
2711,(etoposide/top2),28.0,,
2712,(captopril/copd),2.0,,
2713,(cisplatin/c-abl),9.0,,
2714,(nadh/inha),22.0,,
2715,(norepinephrine/lhrh),16.0,,
2716,(acetanilide/cyp1a2),15.0,,
2717,(glyburide/niddm),2.0,,
2718,(dexamethasone/pnmt),27.0,,
2719,(cephalexin/mate1),24.0,,
2720,(oseltamivir/sialidase),12.0,,
2721,(pge2/pghs-2),4.0,,
2722,(aldosterone/nf-kappab),22.0,,
2723,(alendronate/hips),5.0,,
2724,(cisapride/5-ht4),16.0,,
2725,(rosiglitazone/vegf),0.0,,
2726,(gemfibrozil/ppar-alpha),16.0,,
2727,(doxorubicin/nf-kappab),7.0,,
2728,(melatonin/beta-endorphin),11.0,,
2729,(lovastatin/inos),3.0,,
2730,(rosiglitazone/tlr4),3.0,,
2731,(ropinirole/zif-268),11.0,,
2732,(cyclophosphamide/gm-csf),18.0,,
2733,(celecoxib/cyp2c9),15.0,,
2734,(gentamicin/megalin),6.0,,
2735,(cyclosporine/calmodulin),26.0,,
2736,(simvastatin/slco1b1),23.0,,
2737,(ctla4ig/apcs),2.0,,
2738,(doxorubicin/p-gp),15.0,,
2739,(rapamycin/rapa),18.0,,
2740,(isoflurane/bace),20.0,,
2741,(verapamil/mdr1),0.0,,
2742,(aldosterone/p-gp),7.0,,
2743,(forskolin/fmlp),24.0,,
2744,(analgesics/trpv1),20.0,,
2745,(genistein/cyp1a1),0.0,,
2746,(tamoxifen/jnk1),6.0,,
2747,(cyclosporine/p-gp),1.0,,
2748,(artemisinin/cyp2b6),17.0,,
2749,(haloperidol/vegf),13.0,,
2750,(rosiglitazone/nefa),3.0,,
2751,(doxorubicin/caspase-3),17.0,,
2752,(glucosamine/inositol),18.0,,
2753,(ouabain/nhe3),13.0,,
2754,(etomidate/pseudocholinesterase),17.0,,
2755,(acenocoumarol/cyp2c9),17.0,,
2756,(terfenadine/herg),1.0,,
2757,(rosiglitazone/adiponectin),27.0,,
2758,(tacrolimus/fsgs),6.0,,
2759,(aldosterone/chif),22.0,,
2760,(doxorubicin/il-1),24.0,,
2761,(telmisartan/enos),25.0,,
2762,(cyclosporine/nf-kappab),13.0,,
2763,(norepinephrine/slc6a2),26.0,,
2764,(ornithine/adometdc),5.0,,
2765,(prazosin/vasa),9.0,,
2766,(rolipram/pde4b),12.0,,
2767,(fasudil/nf-kappab),11.0,,
2768,(pitavastatin/statin),28.0,,
2769,(gm-csf/apcs),18.0,,
2770,(capsaicin/tachykinin),16.0,,
2771,(pge2/phospholipase),7.0,,
2772,(rosiglitazone/il-10),17.0,,
2773,(dapsone/pgd2),9.0,,
2774,(arsenite/parp-1),17.0,,
2775,(rapamycin/enos),3.0,,
2776,(flutamide/gnrh),16.0,,
2777,(etodolac/il-1),2.0,,
2778,(melatonin/ho-1),22.0,,
2779,(hyaluronidase/acrosomal),0.0,,
2780,(rapamycin/skp2),9.0,,
2781,(n-acetylcysteine/caspase-3),3.0,,
2782,(fibrates/apoa-i),15.0,,
2783,(sulphonamide/dhps),1.0,,
2784,(rapamycin/igf-i),1.0,,
2785,(amiodarone/herg),0.0,,
2786,(auranofin/nrf2),10.0,,
2787,(physostigmine/butyrylcholinesterase),2.0,,
2788,(gm-csf/shp-1),17.0,,
2789,(cyclosporine/kallikrein),17.0,,
2790,(alprenolol/5-ht1a),16.0,,
2791,(dhea/sulfatase),20.0,,
2792,(acetazolamide/aqp1),20.0,,
2793,(risperidone/cyp3a),6.0,,
2794,(buspirone/cyp3a4),15.0,,
2795,(leflunomide/bcrp),24.0,,
2796,(danazol/shbg),28.0,,
2797,(cltx/mmp-2),28.0,,
2798,(fexofenadine/oatp),15.0,,
2799,(sirolimus/mtor),28.0,,
2800,(aldosterone/pai-1),4.0,,
2801,(mirtazapine/cyp2d),29.0,,
2802,(hydralazine/dnmt),23.0,,
2803,(vasopressin/avpr2),20.0,,
2804,(n-acetylcysteine/nf-kappab),23.0,,
2805,(aprotinin/il-10),22.0,,
2806,(lumiracoxib/cyclooxygenase-2),12.0,,
2807,(curcumin/cftr),0.0,,
2808,(dhea/pparalpha),10.0,,
2809,(atra/hdac),17.0,,
2810,(creatine/myogenin),20.0,,
2811,(nifedipine/cyp3a4),20.0,,
2812,(glcnac/mgat3),9.0,,
2813,(alendronate/pthrp),18.0,,
2814,(genistein/ppargamma),20.0,,
2815,(atra/chmp1a),26.0,,
2816,(fibrates/mdr2),9.0,,
2817,(itraconazole/cyp3a),28.0,,
2818,(celecoxib/pc-3),7.0,,
2819,(calcitriol/osteocalcin),21.0,,
2820,(metformin/pai-1),5.0,,
2821,(domperidone/nicotinamide),19.0,,
2822,(curcumin/bcl-2),0.0,,
2823,(estradiol/enos),1.0,,
2824,(bortezomib/stat3),12.0,,
2825,(corticosteroids/il-1),21.0,,
2826,(estradiol/cox-2),22.0,,
2827,(pyridoxal/pdxk),12.0,,
2828,(lovastatin/egfr),23.0,,
2829,(norepinephrine/thermogenin),3.0,,
2830,(cimetidine/cyp2d6),28.0,,
2831,(trastuzumab/kip1),27.0,,
2832,(estradiol/igf-i),0.0,,
2833,(pegfilgrastim/g-csf),18.0,,
2834,(gp120/scd4),7.0,,
2835,(isoflurane/nachr),1.0,,
2836,(pegvisomant/igf-i),21.0,,
2837,(degarelix/gnrh),0.0,,
2838,(genistein/cdk1),1.0,,
2839,(clozapine/cyp2d6),17.0,,
2840,(indomethacin/vegf),9.0,,
2841,(imc-c225/egfr),7.0,,
2842,(pyridoxal/pdx1),26.0,,
2843,(corticosteroids/p-gp),15.0,,
2844,(aldosterone/sgk1),0.0,,
2845,(bezafibrate/ppar-alpha),22.0,,
2846,(il-2/p70-75),7.0,,
