,drug-gene,dependency path,Drug-Gene Pair Cluster,Dependency Path Cluster
2839,(lovastatin/nfkappab),"[nsubj, stimulates, dobj, expression, amod]",13.0,0.0
2840,(dexamethasone/eotaxin-3),"[prep_of, presence, prep_in, triggering, partmod, tcr, nsubj, increased, dobj, production, amod]",2.0,0.0
2841,(infliximab/pecam-1),"[nsubj, shows, dobj, effects, dep]",18.0,109.0
2842,(lovastatin/ml-1),"[dep, beta, dep]",14.0,123.0
2843,(troglitazone/ikappabalpha),"[amod, mice, amod]",7.0,0.0
2844,(bortezomib/rolt),"[nn, administration, prep_after, change, nsubj, ratio, nn]",18.0,0.0
2845,(atra/cd54),"[appos, inhibitor, prep_of, receptor, appos]",1.0,0.0
2846,(bortezomib/cox-2),"[amod, treatment, prep_under]",14.0,23.0
2847,(apap/sult1e1),"[amod, treatment, agent, elevated, nsubjpass, levels, nn]",14.0,88.0
2848,(felodipine/nf-kappab),"[nsubj, influence, dobj]",20.0,8.0
2849,(estradiol/ldlr),"[prep_of, profile, prep_of, terms, prep_in, advantages, prep, given, pcomp, has, dobj, ratio, nn]",14.0,0.0
2850,(l-phenylalanine/kcnq1),"[nn, receptor, dep, gene, nn]",23.0,0.0
2851,(azithromycin/cyp3a4),"[prep_at, sites, amod]",9.0,46.0
2852,(pge2/fgf2),"[prep_of, effect, dep]",23.0,80.0
2853,(guanidine/matrilysin),"[appos, ethylamide, nn]",23.0,0.0
2854,(protamine/testis-specific),"[amod, induction, nn]",2.0,0.0
2855,(pentobarbital/phospholipase),"[dobj, using, xcomp, measured, partmod, activity, amod]",20.0,0.0
2856,(amlodipine/p-selectin),"[nsubj, neutralized, dobj]",8.0,0.0
2857,(cysteamine/ghrelin),"[dep, factor, dep]",1.0,0.0
2858,(thyrotropin/met-enkephalin),"[appos, gcsf, appos]",2.0,77.0
2859,(iloprost/pai-1),"[appos, hgf, appos]",2.0,0.0
2860,(guaifenesin/mucin),"[nsubj, change, dobj]",23.0,0.0
2861,(erlotinib/prcc),"[prep_among, investigate, prep_with, polymorphisms, prep_in, bcrp, appos]",23.0,37.0
2862,(cisplatin/survivin),"[dep, activity, amod]",26.0,0.0
2863,(picrotoxin/ghrelin),"[partmod, stimulated, dobj, accumulation, amod]",15.0,0.0
2864,(dexamethasone/ucp3),"[nsubj, inhibited, dobj, activation, prep_of, oxidase, nn]",2.0,56.0
2865,(resveratrol/cd86),"[amod, reactivators, nsubjpass, tested, prep_for, potential, infmod, affect, dobj, activity, prep_of, oxidase, prep_of, a, appos]",18.0,0.0
2866,(ng-monomethyl-l-arginine/mmp-9),"[nsubj, inhibited, dobj, increase, prep_of]",4.0,43.0
2867,(triiodothyronine/inos),"[dep, shown, nsubjpass]",18.0,0.0
2868,(tirofiban/alteplase),"[prep_of, administration, dobj, allowing, prepc_in, evaluates, dobj, efficacy, prep_of, factor, appos]",29.0,80.0
2869,(enalapril/il-10),"[dobj, expression, amod]",18.0,0.0
2870,(sevoflurane/tresk),"[nsubj, decreased, dobj, mrna, nn]",28.0,0.0
2871,(etoposide/p-gp),"[nsubj, have, dobj, effects, prep_on]",19.0,0.0
2872,(rapamycin/egfr),"[prep_with, pretreatment, appos, inhibitor, prep_of]",23.0,0.0
2873,(estrone/gnrh),"[nsubj, differs, prep_from]",8.0,0.0
2874,(donepezil/cyp3a4),"[nsubj, antibody, partmod, directed, prep_at]",19.0,0.0
2875,(norepinephrine/n-acetyl-beta-glucosaminidase),"[amod, production, dobj, inhibited, prep_by]",2.0,0.0
2876,(verapamil/fmlp),"[amod, riboside, appos]",2.0,56.0
2877,(etoposide/casm),"[nsubj, bypasses, dobj, present, nn]",10.0,0.0
2878,(etoposide/casp),"[prep_with, treatment, prep_following, levels, amod]",2.0,0.0
2879,(etoposide/caspase-3),"[prep_to, site, amod]",17.0,0.0
2880,(gm-csf/abcg1),"[agent, blocked, nsubjpass, activation, amod]",29.0,0.0
2881,(melphalan/pamp),"[nsubj, exerts, prep_on]",2.0,0.0
2882,(doxorubicin/ho-1),"[dobj, receive, nsubj, patients, appos]",14.0,77.0
2883,(toremifene/ml-1),"[amod, treatment, nsubj, decreased, dobj, mrna, nn]",14.0,0.0
2884,(methacholine/cgrp),"[acomp, inhibitor, nsubj]",18.0,0.0
2885,(lumiracoxib/cox-1),"[prep_of, release, amod]",9.0,0.0
2886,(lumiracoxib/cox-2),"[nsubj, inhibited, prep_by]",22.0,0.0
2887,(etodolac/fap-1),"[prep_with, support, nn]",6.0,0.0
2888,(pgi2/icam-1),"[nsubj, agglutinin, amod]",18.0,32.0
2889,(carnitine/slc22a16),"[amod, treatment, prep_from, benefit, nsubj, patients, prep_with]",14.0,0.0
2890,(glcnac/galp),"[nsubj, inhibited, dobj, beta, nn]",26.0,0.0
2891,(berberine/pon1),"[prep_including, inhibitors, num]",26.0,0.0
2892,(tamoxifen/ddit3),"[appos, agent, amod]",14.0,43.0
2893,(docetaxel/lenograstim),"[amod, corrected, amod]",18.0,97.0
2894,(bezafibrate/inositol),"[nn, metabolites, nsubjpass, formed, ccomp, produced, nsubj, whereas, num]",14.0,0.0
2895,(5-fc/ifn-gamma),"[dep, ligase, nn]",2.0,108.0
2896,(ketamine/psd-95),"[agent, increased, nsubjpass]",18.0,0.0
2897,(coumarin/glcl),"[amod, group, prep_in, higher, nsubj, expression, nn]",23.0,0.0
2898,(apap/sult1a1),"[amod, a, prep_with]",18.0,0.0
2899,(corticotropin/proopiomelanocortin),"[appos, factor, prep, plus, dep]",2.0,0.0
2900,(rapamycin/ldlr),"[dep, antagonist, amod]",4.0,0.0
2901,(troglitazone/gadd153),"[nsubj, enhanced, dobj, activity, nn]",26.0,0.0
2902,(propranolol/tgfbeta),"[prep_with, cells, prep_of, treatment, appos, inhibitor, prep_of]",2.0,0.0
2903,(ornithine/odc1),"[prep_of, combination, appos, inhibitor, prep_of]",14.0,0.0
2904,(vancomycin/rela),"[prep_with, treatment, nsubj, resulted, prep_in, decrease, prep_in, levels, amod]",0.0,0.0
2905,(cystein/nadph),"[nsubj, induces, dobj, expression, prep_of, gene, amod]",22.0,70.0
2906,(norepinephrine/vasa),"[prep_on, activation, prep_of, c, nn]",23.0,0.0
2907,(mitoxantrone/gm-csf),"[prep_by, suppressed, nsubj, inhibition, prep_of]",26.0,0.0
2908,(cisplatin/entpd6),"[dep, antibody, nsubj, targets, dobj]",18.0,0.0
2909,(inulin/incl),"[nsubj, induced, dobj, expression, prep_of]",2.0,37.0
2910,(sunitinib/nets),"[dep, follows, dep]",13.0,0.0
2911,(protamine/gm-csf),"[nn, carrier, appos]",18.0,0.0
2912,(rifampin/mdr1),"[nsubj, decreased, prep_for]",8.0,88.0
2913,(dexamethasone/ccr1),"[amod, results, prep_in, upregulation, prep_of]",14.0,0.0
2914,(creatine/porin),"[prep_with, treatment, prep_after, decreased, nsubj, expression, prep_of]",18.0,0.0
2915,(beta-estradiol/eeig1),"[infmod, induce, dobj]",4.0,0.0
2916,(thiopentone/ml-1),"[nsubj, suppressed, dobj, levels, prep_of]",1.0,0.0
2917,(staurosporine/stc-1),"[prep_of, derivatives, appos, inhibitor, prep_of]",8.0,0.0
2918,(estradiol/kiss1),"[nn, accumulation, prep_of, mechanism, dobj, elucidate, advcl, examined, dobj, levels, prep_of, synthases, appos]",26.0,0.0
2919,(simvastatin/factor-1),"[prep_of, addition, nsubj, inhibits, parataxis, phosphorylated, dobj, activity, amod]",8.0,0.0
2920,(dexamethasone/calcitonin),"[dep, orphenadrine, dep, had, nsubj, quinidine, appos]",0.0,94.0
2921,(dexamethasone/ccl20),"[appos, inhibitor, nn]",14.0,10.0
2922,(methylprednisolone/fsgs),"[prep_with, cultures, prep_in, greater, nsubj, amount, prep_of, protein, amod]",22.0,0.0
2923,(doxycycline/aaas),"[amod, mellitus, appos]",18.0,64.0
2924,(sertindole/herg),"[nn, activator, appos]",24.0,100.0
2925,(tamoxifen/tigar),"[prep_such_as, agonists, nn]",23.0,0.0
2926,(lovastatin/p27kip1),"[nsubj, upregulated, dobj, mrna, amod]",14.0,0.0
2927,(genistein/bcrp),"[nsubj, blocked, dobj, expression, nn]",23.0,0.0
2928,(pyrimethamine/ifn-gamma),"[nsubj, suppressed, dobj, activation, nn]",10.0,44.0
2929,(tamoxifen/sall1),"[prep_of, effect, dobj, investigate, prep_on, levels, nn]",14.0,0.0
2930,(dalteparin/osteocalcin),"[appos, inhibitor, prep_of]",23.0,113.0
2931,(resveratrol/factor-1),"[nsubj, attenuates, ccomp, cardiomyocyte, prepc_by, inhibiting, dobj, expression, nn]",13.0,57.0
2932,(ara-c/bcrp),"[nsubj, blocked, dobj, production, nn]",2.0,78.0
2933,(atra/c-fms),"[prep_of, metabolism, nsubj, includes, dobj, hydroxylation, partmod, catalyzed, agent]",18.0,64.0
2934,(cisplatin/asmase),"[nsubj, inhibitors, amod]",28.0,0.0
2935,(methotrexate/nars),"[xsubj, upregulation, prep_of]",2.0,113.0
2936,(amitriptyline/ins-1),"[appos, substrate, nn]",2.0,0.0
2937,(chlorpromazine/nadph),"[nsubj, inhibited, prep_of]",13.0,111.0
2938,(simvastatin/cd40),"[acomp, agonists, nsubj]",28.0,46.0
2939,(etoposide/caspase-7),"[nsubj, affect, dobj, activation, prep_of]",17.0,0.0
2940,(etoposide/caspase-8),"[prep_with, treatment, nsubj, reduced, dobj, expression, nn]",14.0,85.0
2941,(dantrolene/ampk),"[prep_than, effective, nsubj]",15.0,37.0
2942,(dexamethasone/vegf),"[prep_by, caused, nsubj, levels, amod]",8.0,0.0
2943,(estradiol/socs-3),"[nsubj, inhibited, prep_on]",22.0,0.0
2944,(etoposide/caspase-9),"[appos, antibody, partmod, targeting, dobj, receptor, appos]",2.0,0.0
2945,(simvastatin/ap-1),"[prep_with, combination, prep_in, factor, appos]",9.0,0.0
2946,(ritonavir/ins-1),"[prep_toward, activity, dobj, had, nsubj]",18.0,42.0
2947,(forskolin/grp-r),"[agent, induced, partmod, production, nn]",23.0,26.0
2948,(collagenase/cbfa1),"[nsubj, reduce, dobj, levels, nn]",18.0,0.0
2949,(estradiol/resistin),"[appos, ligand, prep_for]",29.0,0.0
2950,(n-acetylcysteine/ho-1),"[nsubj, substrate, ccomp, evaluate, xcomp, transfected, prep_with, transporters, appos, pgp, dep]",26.0,0.0
2951,(fk506/utrophin),"[prep_such_as, inducers, num]",29.0,0.0
2952,(telmisartan/glut4),"[prep_for, site, appos]",23.0,0.0
2953,(quinacrine/at1r),"[prep_such_as, protein, amod]",7.0,0.0
2954,(isoflurane/bcl-2),"[prep_by, inhibited, advmod]",23.0,0.0
2955,(resveratrol/ap-1),"[dobj, metabolizes, nsubj]",26.0,11.0
2956,(imatinib/sphk1),"[agent, induced, partmod, apoptosis, prep_from, protects, nsubj]",2.0,97.0
2957,(fk506/osteopontin),"[nsubj, antibody, rcmod, binds, prep_to, antigen, amod]",2.0,0.0
2958,(cisplatin/achn),"[amod, pretreatment, dep]",13.0,0.0
2959,(simvastatin/cd32),"[nsubj, agonist, prep_of]",14.0,0.0
2960,(citrulline/ddah),"[nn, treatment, nsubj, increased, dobj, number, prep_of, cells, nn]",23.0,0.0
2961,(simvastatin/cd34),"[dep, alpha, dep]",14.0,28.0
2962,(colchicine/s100),"[prep_by, inhibited, nsubj, activities, prep_of]",14.0,0.0
2963,(vincristine/noxa),"[prep_to, exposed, xcomp, assess, prep_on, currents, nn]",10.0,24.0
2964,(clenbuterol/myogenin),"[prep_with, inhibitor, nn]",10.0,108.0
2965,(cisplatin/ciap2),"[amod, epitope, dep]",14.0,34.0
2966,(forskolin/at1ar),"[nsubj, increases, dobj, phosphorylation, prep_of]",17.0,8.0
2967,(thyrotropin/m-csf),"[prep_on, degradation, amod]",14.0,40.0
2968,(metrizamide/asat),"[nsubj, have, dobj, affinity, prep_for]",14.0,0.0
2969,(pge2/icam-1),"[dobj, bound, num]",25.0,0.0
2970,(dexamethasone/dusp1),"[amod, lymphoma, appos]",2.0,0.0
2971,(paclitaxel/bcl-xl),"[prep_on, mrnas, nn]",27.0,0.0
2972,(dhea/igf1),"[prep_of, uptake, prep_to]",18.0,0.0
2973,(pancuronium/butyrylcholinesterase),"[agent, suppressed, nsubjpass, production, nn]",3.0,0.0
2974,(vincristine/hmgb1),"[nn, levels, amod]",18.0,0.0
2975,(melatonin/nf-kappab),"[amod, treatment, nsubj, decreased, dobj, expression, prep_of]",0.0,0.0
2976,(thyroxine/sult6b1),"[appos, factors, prep_such_as, factor, appos]",18.0,0.0
2977,(norepinephrine/drd1),"[xsubj, agonists, num]",18.0,0.0
2978,(baclofen/gastrin),"[prep_with, increased, nsubj]",26.0,89.0
2979,(triprolidine/ml-1),"[nsubj, inhibited, dobj, formation, prep_of, phosphates, amod]",18.0,0.0
2980,(midazolam/cyp2c19),"[amod, naloxone, amod]",27.0,8.0
2981,(remifentanil/bcl2),"[nn, inhibitor, amod]",18.0,49.0
2982,(melphalan/aprt),"[nsubj, block, dobj, effects, prep_of]",23.0,27.0
2983,(hydrocortisone/beta-glucuronidase),"[nn, a, prep_by]",15.0,120.0
2984,(doxorubicin/notch1),"[amod, genes, appos]",2.0,0.0
2985,(entacapone/catechol-o-methyltransferase),"[prep_such_as, agonists, num]",3.0,0.0
2986,(fluorescein/bcl-2),"[acomp, metabolized, nsubj]",18.0,0.0
2987,(pravastatin/enos),"[appos, alpha, appos]",2.0,0.0
2988,(auranofin/thp1),"[nn, factor, dep]",23.0,0.0
2989,(camptothecin/topors),"[nn, therapy, prep_on]",2.0,13.0
2990,(etoricoxib/cyclooxygenase-2),"[prep_with, synergized, nsubj]",3.0,0.0
2991,(flunitrazepam/cyp2c19),"[prep_with, released, nsubjpass]",16.0,6.0
2992,(sulfasalazine/abcg2),"[nsubj, inhibit, advcl, inhibited, dobj]",13.0,0.0
2993,(gm-csf/b7-2),"[appos, alendronate, appos]",7.0,0.0
2994,(gm-csf/b7-1),"[appos, substrate, num]",0.0,0.0
2995,(ndga/caspase-3),"[nsubj, inhibit, dobj, activity, prep_of]",13.0,0.0
2996,(infliximab/cox-2),"[prep_with, compare, dobj, efficacy, prep_of]",18.0,0.0
2997,(probenecid/caspase-1),"[nsubjpass, used, prep_in, treatment, prep_of, patients, prep_with, disease, appos]",28.0,76.0
2998,(mannitol/alpha-amylase),"[prep_of, pharmacokinetics, prep_on, genotypes, num]",18.0,0.0
2999,(probucol/icam-1),"[prep_with, combined, prep_with, support, nn]",28.0,0.0
3000,(rapamycin/jak2),"[amod, treatment, nsubj, inhibited, dobj, expression, partmod, induced, agent]",23.0,0.0
3001,(ketoconazole/cyp17a1),"[nsubj, inhibited, dobj, degradation, nn]",22.0,96.0
3002,(escitalopram/bdnf),"[partmod, induced, advcl]",1.0,0.0
3003,(6-mercaptopurine/nur77),"[amod, sensitivity, dobj, increased, nsubj, knockdown, prep_of]",18.0,0.0
3004,(suramin/igf-ii),"[prep_of, effect, dobj, indicating, xcomp, reduced, nsubjpass, expression, prep_of, cyclin, amod]",18.0,0.0
3005,(pentoxifylline/abc-c),"[nsubj, attenuated, dobj, expression, amod]",14.0,0.0
3006,(l-methionine/trna),"[prep_with, digestion, xsubj]",23.0,68.0
3007,(ru486/calcitonin),"[rcmod, agonists, num]",2.0,97.0
3008,(citalopram/avpr1b),"[nsubj, increases, dobj, expression, amod]",23.0,0.0
3009,(hesperetin/apob),"[nsubj, increases, dobj, production, amod]",18.0,0.0
3010,(gemfibrozil/socs3),"[nn, acetate, nn]",18.0,111.0
3011,(uricase/33-kd),"[rcmod, inhibits, acomp]",18.0,22.0
3012,(dexamethasone/pon3),"[prep_of, efficacy, appos, inhibitor, amod]",26.0,89.0
3013,(montelukast/5-lo),"[prep_of, excess, nsubj, reduced, dobj, beta, amod]",22.0,0.0
3014,(pitavastatin/bcrp1),"[nsubj, inhibitor, prep_of, protein, appos]",18.0,0.0
3015,(fosinopril/icam-1),"[amod, sulfate, appos]",23.0,0.0
3016,(apomorphine/adh1),"[amod, levomepromazine, rcmod, inhibitor, dobj, administered, nsubjpass, patients, prep_with, inhibitors, nn]",2.0,0.0
3017,(dexamethasone/pomc),"[nsubj, caused, prep_in, activity, amod]",27.0,0.0
3018,(chloramphenicol/orf3),"[nsubj, bind, dobj]",4.0,11.0
3019,(ouabain/phospholipase),"[nsubj, compete, prep_with]",14.0,97.0
3020,(atorvastatin/npc1l1),"[nsubj, mediates, prep_through]",2.0,97.0
3021,(genistein/igf-i),"[nn, treatment, prep_of, effect, dobj, potentiate, nsubj, quercetin, prep_through]",0.0,4.0
3022,(flavopiridol/survivin),"[partmod, bound, prep_to]",4.0,4.0
3023,(naltrexone/oprm1),"[nsubj, upregulate, dobj, expression, amod]",22.0,11.0
3024,(gamma-hexachlorocyclohexane/inositol),"[agent, inhibited, nsubjpass, expression, prep_of]",15.0,97.0
3025,(indomethacin/ccl4),"[nsubj, enhanced, dobj, production, prep_of]",18.0,54.0
3026,(ogen/vegf),"[appos, studies, appos]",23.0,11.0
3027,(vasopressin/avpr1a),"[prep_from, clear, advcl, vital, nsubj, ratio, nn]",24.0,73.0
3028,(berberine/ucp2),"[prep_to, enhance, nsubj]",14.0,97.0
3029,(vasopressin/avpr1b),"[nsubj, had, dobj, effect, prep_on, induction, amod]",24.0,97.0
3030,(vincristine/bcl-xl),"[nsubj, decreased, dobj, release, amod]",18.0,93.0
3031,(nifedipine/icat),"[amod, mesylate, appos]",20.0,97.0
3032,(triazolam/dsps),"[amod, activation, appos]",22.0,97.0
3033,(nadh/rps12),"[nsubj, reverses, dobj, effect, prep_of]",27.0,81.0
3034,(creatine/ampd2),"[nsubj, antibody, partmod, designed, xcomp, target, dobj]",7.0,24.0
3035,(resveratrol/cd18),"[prep_with, cells, amod]",14.0,0.0
3036,(carbachol/adam17),"[nn, group, appos]",14.0,22.0
3037,(genistein/enos),"[prep_of, effects, appos]",25.0,96.0
3038,(alitretinoin/dlts),"[amod, treatment, agent, affected, nsubjpass, expression, nn]",14.0,0.0
3039,(resveratrol/cd14),"[nsubj, suppresses, dobj, levels, amod]",4.0,0.0
3040,(clenbuterol/srebp-1c),"[amod, palmitoyltransferase, appos]",24.0,0.0
3041,(dexamethasone/tbk1),"[xsubj, levels, amod]",10.0,70.0
3042,(mannitol/acy1),"[prep_of, presence, prep_in, entered, nsubj, cells, amod]",23.0,70.0
3043,(phenothiazine/calmodulin),"[appos, blockers, amod]",0.0,61.0
3044,(genistein/cox-2),"[prep_to, associated, nsubjpass, expression, nn]",26.0,0.0
3045,(rituximab/nf-kappab),"[prep_with, combined, prep_with]",20.0,70.0
3046,(celecoxib/mcl-1),"[nsubj, increased, dep]",23.0,0.0
3047,(hpth/mmp-2),"[amod, mmp, amod]",14.0,0.0
3048,(aminopterin/fgf1),"[prep_of, effect, dobj, enhance, nsubj]",15.0,77.0
3049,(piroxicam/leukotriene),"[nsubj, exerts, prep_on, expression, amod]",14.0,55.0
3050,(riluzole/pars),"[nn, stimulation, prep_upon, increased, nsubj]",15.0,0.0
3051,(c7e3/pai-1),"[amod, hydroxylase, amod]",23.0,0.0
3052,(lapatinib/her-2),"[prep_of, uptake, prep_in]",25.0,117.0
3053,(melatonin/sert),"[prep_on, patients, prep_in]",20.0,0.0
3054,(dexamethasone/myod),"[nsubj, target, appos]",2.0,62.0
3055,(curcumin/gadd45),"[nsubj, stimulates, dobj]",4.0,85.0
3056,(galantamine/kcne1),"[xcomp, inhibit, dobj]",23.0,0.0
3057,(il-1ra/hsp90),"[amod, agonist, nn]",22.0,0.0
3058,(fluorescein/cd45r),"[nn, a, nsubj, block, dobj, expression, amod]",14.0,8.0
3059,(azathioprine/gsts),"[amod, effects, prep_of, agonists, amod]",26.0,0.0
3060,(indomethacin/hips),"[nsubj, enhanced, dobj, transcription, amod]",6.0,56.0
3061,(glucosamine/tgase),"[nsubj, had, dobj, effect, prep_on, levels, amod]",9.0,0.0
3062,(isotretinoin/factor-1),"[nsubj, elevated, dobj, level, nn]",13.0,81.0
3063,(succinylcholine/cholinesterase),"[nn, resistance, prep_with, correlate, nsubj, levels, nn]",19.0,46.0
3064,(acamprosate/beta-endorphin),"[nn, levels, dobj, showed, dep, showed, dobj, levels, nn]",3.0,88.0
3065,(rofecoxib/pges),"[prep_of, addition, nsubj, inhibits, dobj, activity, amod]",1.0,0.0
3066,(docetaxel/caspase-8),"[nsubj, target, prep_of, inhibitor, appos]",23.0,23.0
3067,(vasopressin/cntf),"[nsubj, agonist, prep_at]",26.0,0.0
3068,(atorvastatin/leukotriene),"[prep_in, model, amod]",1.0,0.0
3069,(rapamycin/il-10),"[nn, a, agent, suppressed, nsubjpass, expression, nn]",0.0,0.0
3070,(estrone/nadph),"[prep_to, increased, nsubjpass, expression, nn]",2.0,0.0
3071,(rosiglitazone/enos),"[prep_by, regulation, nn]",1.0,0.0
3072,(rapamycin/il-15),"[nsubj, microm, prep_for]",2.0,0.0
3073,(rapamycin/il-16),"[nsubj, downregulate, dobj, expression, amod]",27.0,28.0
3074,(rosiglitazone/glp-1),"[nsubjpass, used, prep_in, treatment, prep_of]",14.0,117.0
3075,(etoposide/rad51),"[nsubj, increased, dobj, expression, prep_of, protein, nn]",23.0,0.0
3076,(diazepam/reticulum),"[amod, phosphorylation, prep_of]",13.0,0.0
3077,(pge2/ikappabalpha),"[prep_as, probe, prep_for, activity, amod]",25.0,40.0
3078,(mk-571/cyslt1),"[amod, resistance, dobj, confers, nsubj]",6.0,0.0
3079,(telmisartan/adiponectin),"[dep, monophosphate, amod]",26.0,0.0
3080,(montelukast/mac-1),"[nsubj, inhibited, prep_in, mice, amod]",26.0,80.0
3081,(talpha1/ifn-alpha),"[nn, signaling, prep_of, efficiency, prep_of, indication, prep_as, displayed, nsubj, cells, nn]",0.0,46.0
3082,(ctla4-ig/cd25),"[nsubj, inhibit, dobj, degradation, prep_of]",2.0,0.0
3083,(ctla4-ig/cd28),"[agent, induced, nsubjpass, expression, prep_of]",13.0,0.0
3084,(atra/trail-r1),"[amod, results, prep_in]",14.0,0.0
3085,(vinblastine/dtnb),"[appos, inhibitor, nsubjpass, administered, advcl, test, ccomp, affects, nsubj, inhibition, prep_of, pathway, nn]",18.0,0.0
3086,(gentamicin/gm2ap),"[dep, plus, prep]",18.0,0.0
3087,(amd3100/egfr),"[nsubj, had, dobj, effect, prep_on, mrna, nn]",1.0,0.0
3088,(prednisolone/g6pdh),"[prep_toward, expressed, partmod, activity, prep_with, mm, prep_for]",18.0,0.0
3089,(doxorubicin/beta-glucuronidase),"[appos, protocol, nn]",2.0,0.0
3090,(corticotropin/crhr),"[amod, response, dobj, predict, xsubj, polymorphisms, prep_of, fcgammariiia, appos]",24.0,0.0
3091,(thyrotropin/shbg),"[partmod, inhibiting, dobj]",1.0,0.0
3092,(primaquine/g6pd),"[nsubj, inhibited, prep_to]",2.0,0.0
3093,(hydrocortisone/p-selectin),"[nsubj, increased, dobj, concentration, prep_of]",18.0,19.0
3094,(fluorouracil/nact),"[agent, regulated, nsubjpass, mrna, nn]",0.0,110.0
3095,(famotidine/ml-1),"[nsubj, decreased, prep_in]",23.0,20.0
3096,(nitroprusside/inos),"[dep, polypeptide, amod]",2.0,10.0
3097,(staurosporine/stat5),"[amod, residues, dobj, contained, rcmod, derivatives, nn]",8.0,20.0
3098,(tranilast/ifn-gamma),"[prep_with, underwent, prep_with]",18.0,19.0
3099,(sulfamethoxazole/dhps),"[agent, increased, nsubjpass, release, nn]",8.0,76.0
3100,(cyclosporine/sirt3),"[appos, inhibitor, prep_to]",14.0,123.0
3101,(lovastatin/cyp3a),"[advmod, approved, nsubjpass, receptor, appos]",23.0,35.0
3102,(trimethoprim/reca),"[dep, mg, dep, activity, amod]",2.0,10.0
3103,(aminophylline/rpia),"[amod, levels, prep_of]",13.0,20.0
3104,(paclitaxel/gpc3),"[prep_to, conferring, partmod, mutation, amod]",23.0,10.0
3105,(il-2/lc-ptp),"[prep_of, presence, prep_in]",8.0,10.0
3106,(gm-csf/ctla4),"[nsubj, inhibited, dobj, activity, amod]",7.0,0.0
3107,(forskolin/sgii),"[amod, hydrochloride, prep_of, effect, appos]",23.0,0.0
3108,(haloperidol/proenkephalin),"[prep_such_as, type, appos]",22.0,29.0
3109,(staurosporine/endothelin-1),"[prep_with, treated, advcl, inhibited, nsubj, expression, prep_of]",18.0,85.0
3110,(montelukast/gm-csf),"[nsubj, antibody, nn]",23.0,0.0
3111,(trilostane/3betahsd),"[infmod, response, prep_in]",22.0,0.0
3112,(dhea/g6pdh),"[prep_in, treatment, prep_of]",3.0,0.0
3113,(fluoxetine/hsert),"[amod, effect, prep_of, inhibitor, amod]",27.0,0.0
3114,(midazolam/p-gp),"[nsubj, stimulated, dobj, activity, amod]",19.0,0.0
3115,(spironolactone/inos),"[amod, activators, nn]",1.0,0.0
3116,(estradiol/il-10),"[prep_of, administration, nsubj]",14.0,0.0
