,druggene,row_indice
7846,"(naloxone,bam22)",3855
7849,"(resveratrol,mcp-1)",3856
7854,"(zd1839,caspase-3)",3857
7855,"(dextran,beta-galactosidase)",3858
7856,"(dexamethasone,hsp90)",3859
7857,"(fasudil,rhoa)",3860
7860,"(sunitinib,abcg2)",3861
7862,"(ticlopidine,cyp1a2)",3862
7863,"(phenylephrine,cnos)",3863
7864,"(noradrenaline,glp-1)",3864
7865,"(itraconazole,iddm)",3865
7866,"(fenofibrate,igf-i)",3866
7867,"(infliximab,mmp-2)",3867
7868,"(curcumin,caspase-8)",3868
7870,"(l-ser,apoe)",3869
7872,"(curcumin,caspase-9)",3870
7873,"(dexamethasone,somatomedin-c)",3871
7874,"(nifedipine,ml-1)",3872
7875,"(dextromethorphan,cyp2c9)",3873
7876,"(carbamazepine,cyp3a)",3874
7880,"(risperidone,hsp70)",3875
7882,"(dexamethasone,etra)",3876
7883,"(fenofibrate,enos)",3877
7888,"(genistein,beta-induced)",3878
7889,"(vorinostat,cd146)",3879
7890,"(atra,nm23)",3880
7891,"(naringin,oatp1a2)",3881
7892,"(protamine,tfpi)",3882
7893,"(cyclosporin,lymphokine)",3883
7894,"(vigabatrin,adrenocorticotropin)",3884
7895,"(loratadine,cyp2c19)",3885
7896,"(forskolin,annexin-2)",3886
7897,"(fenofibrate,cox-2)",3887
7898,"(pentoxifylline,apoe)",3888
7899,"(mepyramine,5-lox)",3889
7900,"(sildenafil,bcl-2)",3890
7901,"(il-2,p-selectin)",3891
7902,"(hyaluronate,habp)",3892
7904,"(uricase,nicotinamide)",3893
7905,"(pamidronate,calcitonin)",3894
7908,"(spermine,hsert)",3895
7909,"(forskolin,gnt-iii)",3896
7910,"(neomycin,caspase-8)",3897
7911,"(bortezomib,pten)",3898
7912,"(nafarelin,lhrh)",3899
7917,"(ibudilast,beta2)",3900
7919,"(nateglinide,cyp2c9)",3901
7923,"(pravastatin,mmp-2)",3902
7925,"(sirolimus,oatp1b1)",3903
7926,"(dexamethasone,srebp-1c)",3904
7927,"(nevirapine,cyp3a4)",3905
7928,"(tranilast,pgd2)",3906
7930,"(l-tryptophan,rna-binding)",3907
7933,"(corticotropin,p450scc)",3908
7934,"(kanamycin,mlf1)",3909
7935,"(dexamethasone,hsp72)",3910
7936,"(staurosporine,gc-a)",3911
7937,"(isoprenaline,phospholipase)",3912
7939,"(il-11,il1rap)",3913
7940,"(topotecan,mrp4)",3914
7941,"(forskolin,atgl)",3915
7942,"(cilostazol,mac-1)",3916
7943,"(forskolin,pdyn)",3917
7944,"(methoxamine,inositol)",3918
7945,"(dexamethasone,gilz)",3919
7947,"(dexamethasone,ndrg2)",3920
7948,"(ganciclovir,mrp4)",3921
7949,"(fasudil,irs-1)",3922
7950,"(moclobemide,cyp2c19)",3923
7951,"(imipramine,agas)",3924
7952,"(ondansetron,nachr)",3925
7953,"(beta-estradiol,cdr1)",3926
7954,"(forskolin,ve-cadherin)",3927
7955,"(dipyridamole,cd154)",3928
7956,"(d-fenfluramine,5-ht1b)",3929
7957,"(vatalanib,dlts)",3930
7958,"(d-fenfluramine,5-ht1c)",3931
7959,"(il-1ra,il1rn)",3932
7960,"(vatalanib,vegf)",3933
7964,"(abatacept,cd69)",3934
7965,"(rosiglitazone,hsp27)",3935
7966,"(vasopressin,beta-endorphin)",3936
7970,"(raltegravir,abcb1)",3937
7973,"(dexamethasone,aromatase)",3938
7986,"(ketoconazole,cyp1a2)",3939
7987,"(doxorubicinol,akr1c3)",3940
7988,"(paracetamol,faah)",3941
7990,"(octreotide,phhi)",3942
7991,"(propranolol,rankl)",3943
7992,"(pge2,ml-1)",3944
7997,"(galantamine,herg)",3945
7999,"(tolcapone,comt)",3946
8022,"(il-1ra,vegf)",3947
8023,"(amitriptyline,trka)",3948
8024,"(capsaicin,pi3k)",3949
8025,"(quinidine,herg)",3950
8032,"(metformin,alpha-glucosidase)",3951
8035,"(aripiprazole,5-ht1a)",3952
8037,"(nicardipine,mlck)",3953
8038,"(diazepam,cyp2b)",3954
8040,"(corticotropin,orexin)",3955
8041,"(forskolin,raf-1)",3956
8043,"(celecoxib,5-lo)",3957
8044,"(fibrates,lcat)",3958
8045,"(doxazosin,pc-3)",3959
8049,"(tcgf,lymphokine)",3960
8050,"(sunitinib,abcb1)",3961
8054,"(apomorphine,mao-b)",3962
8055,"(prostacyclin,pgd2)",3963
8057,"(tolbutamide,cyp1b1)",3964
8059,"(pentobarbital,glur2)",3965
8060,"(troglitazone,cyp3a)",3966
8061,"(methacholine,il-17a)",3967
8062,"(clenbuterol,myod)",3968
8063,"(vorinostat,rad50)",3969
8064,"(cilostazol,5-lo)",3970
8065,"(capsaicin,artn)",3971
8066,"(tamoxifen,ck-19)",3972
8067,"(clotrimazole,cyp46a1)",3973
8068,"(donepezil,vegf)",3974
8069,"(azathioprine,cd11b)",3975
8070,"(coumarin,vkorc1)",3976
8072,"(methylprednisolone,hla-b27)",3977
8073,"(fluorouracil,stat3)",3978
8074,"(curcumin,rad51)",3979
8075,"(aldosterone,connexin)",3980
8076,"(isoproterenol,ifn-alpha)",3981
8077,"(linezolid,mao-a)",3982
8078,"(methylprednisolone,cd25)",3983
8079,"(fk506,caspase-3)",3984
8080,"(zileuton,alox5)",3985
8081,"(budesonide,cd11b)",3986
8082,"(desipramine,il-10)",3987
8083,"(ofloxacin,apoprotein)",3988
8084,"(sorafenib,shp-1)",3989
8085,"(gliclazide,ppargamma)",3990
8086,"(hpth,pthrp)",3991
8088,"(spironolactone,ppar-gamma)",3992
8089,"(taurine,caspase-8)",3993
8090,"(cytarabine,cd34)",3994
8091,"(paclitaxel,ask1)",3995
8092,"(cisplatin,bfgf)",3996
8093,"(pitavastatin,oatp1a2)",3997
8094,"(loratadine,p-gp)",3998
8095,"(pentamidine,prl-2)",3999
8096,"(glucosamine,has2)",4000
8097,"(oxaliplatin,octn1)",4001
8098,"(citalopram,herg)",4002
8099,"(coxibs,cox-2)",4003
8114,"(coxibs,cox-1)",4004
8120,"(genistein,cyp2e1)",4005
8121,"(doxazosin,icam-1)",4006
8123,"(il-2,lfa-1)",4007
8128,"(pitavastatin,oatp1b1)",4008
8130,"(phenylephrine,gnrh)",4009
8131,"(urokinase,pai-1)",4010
8145,"(melphalan,ml-1)",4011
8146,"(fentanyl,5-lipoxygenase)",4012
8147,"(urokinase,pai-2)",4013
8149,"(il-2,lfa-3)",4014
8150,"(valinomycin,ppase)",4015
8151,"(ru486,aromatase)",4016
8154,"(dexamethasone,gastrin)",4017
8155,"(noradrenaline,pnmt)",4018
8156,"(terbutaline,bche)",4019
8157,"(creatine,transamidinase)",4020
8158,"(halothane,serca1)",4021
8159,"(epirubicin,trail-r2)",4022
8160,"(pioglitazone,pde3b)",4023
8161,"(dexamethasone,ltbp-1)",4024
8162,"(acarbose,amy1)",4025
8163,"(omeprazole,fmlp)",4026
8164,"(dexamethasone,gp130)",4027
8165,"(chlorimipramine,beta-endorphin)",4028
8166,"(meth,nrg1)",4029
8167,"(dexamethasone,smad5)",4030
8168,"(il-2,erba)",4031
8169,"(vildagliptin,dpp-4)",4032
8185,"(sulindac,survivin)",4033
8186,"(rosiglitazone,mmp-9)",4034
8191,"(aldosterone,sdf1)",4035
8192,"(probucol,ml-1)",4036
8193,"(cytarabine,pcna)",4037
8194,"(sr141716,enos)",4038
8195,"(dexamethasone,smad3)",4039
8196,"(resveratrol,fasl)",4040
8197,"(rosiglitazone,mmp-2)",4041
8199,"(carvedilol,sapk)",4042
8201,"(thiopental,hif-1)",4043
8202,"(estradiol,phospholipase)",4044
8203,"(dexamethasone,gp120)",4045
8204,"(rapamycin,aicar)",4046
8205,"(gemcitabine,trail-r1)",4047
8206,"(tariquidar,abcb1)",4048
8207,"(chloroquine,her2)",4049
8208,"(carotenoid,ccr1)",4050
8209,"(estradiol,tyrosinase-like)",4051
8210,"(secretin,endothelin-1)",4052
8211,"(dextroamphetamine,amph)",4053
8212,"(hydroquinone,gi-gpx)",4054
8213,"(il-2,sirt1)",4055
8214,"(gentamicin,parp)",4056
8215,"(dexamethasone,bp-1)",4057
8216,"(naringenin,pi3k)",4058
8217,"(forskolin,mct2)",4059
8218,"(rivaroxaban,cyp3a4)",4060
8219,"(dexamethasone,junb)",4061
8220,"(nitroprusside,gapd)",4062
8221,"(alitretinoin,cyp3a4)",4063
8222,"(lovastatin,icam-1)",4064
8226,"(norepinephrine,amph)",4065
8227,"(doxycycline,bdnf)",4066
8228,"(cetuximab,pi3k)",4067
8229,"(pimozide,gnrh)",4068
8230,"(ketamine,homer1a)",4069
8231,"(cisplatin,g-csf)",4070
8234,"(dexamethasone,angptl4)",4071
8235,"(desferrioxamine,mcp-1)",4072
8236,"(nifedipine,cyp2c)",4073
8237,"(paclitaxel,mad2)",4074
8239,"(losartan,nox4)",4075
8240,"(troglitazone,trpm3)",4076
8241,"(bisphosphonates,cox-2)",4077
8242,"(imidapril,ip-10)",4078
8243,"(gp120,bdnf)",4079
8245,"(alprazolam,p300)",4080
8246,"(melatonin,calbindin-d9k)",4081
8247,"(l-thyroxine,oatp1a2)",4082
8248,"(ritonavir,pde3b)",4083
8249,"(cholestyramine,acat)",4084
8250,"(ouabain,egfr)",4085
8251,"(dexamethasone,p21ras)",4086
8253,"(urokinase,gc1qr)",4087
8254,"(inulin,lectin)",4088
8255,"(neostigmine,cholinesterase)",4089
8268,"(corticotropin,pomc)",4090
8269,"(lamotrigine,mao-a)",4091
8271,"(fluconazole,afr1)",4092
8272,"(selegiline,bdnf)",4093
8273,"(risperidone,cyp3a4)",4094
8276,"(aldosterone,mcp-1)",4095
8277,"(ezetimibe,abca1)",4096
8278,"(digitoxin,srp20)",4097
8279,"(dilazep,nf-kappab)",4098
8280,"(mannitol,m6pr)",4099
8282,"(rolipram,pde4)",4100
8313,"(resveratrol,xbp1)",4101
8315,"(chlorpromazine,herg)",4102
8319,"(ticagrelor,p2y12)",4103
8330,"(rolipram,pde5)",4104
8331,"(curcumin,habp1)",4105
8332,"(l-leucine,cnos)",4106
8333,"(axitinib,vegfr-1)",4107
8334,"(pioglitazone,gadd45)",4108
8335,"(ketoprofen,cox-1)",4109
8337,"(ezetimibe,abcb1)",4110
8338,"(tegafur,cyp2a6)",4111
8340,"(cisplatin,cmoat)",4112
8341,"(lovastatin,apob)",4113
8342,"(estradiol,shbg)",4114
8368,"(cyclosporin,ppiase)",4115
8370,"(itopride,cholinesterase)",4116
8371,"(nifedipine,cyp3a)",4117
8373,"(propofol,ugt1a1)",4118
8375,"(melatonin,ncam)",4119
8377,"(aldosterone,sf-1)",4120
8378,"(curcumin,mdm2)",4121
8380,"(camptothecin,mll5)",4122
8381,"(propofol,ugt1a4)",4123
8382,"(doxorubicin,tace)",4124
8386,"(indomethacin,mmp-2)",4125
8389,"(cefotaxime,tlr2)",4126
8390,"(propofol,ugt1a9)",4127
8396,"(ethambutol,lhon)",4128
8397,"(pgi2,ml-1)",4129
8398,"(fk506,caspase-8)",4130
8399,"(mimosine,vegf)",4131
8400,"(genistein,crom)",4132
8401,"(indomethacin,mmp-9)",4133
8405,"(corticotropin,calcitonin)",4134
8406,"(diazoxide,bcl2)",4135
8407,"(pitavastatin,cd36)",4136
8409,"(celecoxib,cyclooxygenase-2)",4137
8445,"(curcumin,mdr1)",4138
8447,"(atorvastatin,il-1)",4139
8448,"(aldosterone,enacbeta)",4140
8449,"(taurine,caspase-3)",4141
8450,"(bethanechol,tff3)",4142
8451,"(methotrexate,mrp2)",4143
8453,"(sorafenib,mcl-1)",4144
8456,"(prostacyclin,pgl2)",4145
8459,"(gp120,calnexin)",4146
8460,"(allopurinol,raptor)",4147
8461,"(estradiol-17beta,kiss1)",4148
8462,"(bisphosphonates,pthrp)",4149
8463,"(methotrexate,mrp4)",4150
8465,"(methotrexate,mrp3)",4151
8466,"(topiramate,glast)",4152
8467,"(n-acetyl-d-glucosamine,lectin)",4153
8471,"(tamoxifen,hoxb13)",4154
8472,"(prostacyclin,pgis)",4155
8484,"(isoniazid,dhfr)",4156
8485,"(phentolamine,gnrh)",4157
8486,"(clozapine,ntng2)",4158
8487,"(gefitinib,emp-1)",4159
8488,"(bpti,beta-trypsin)",4160
8490,"(aripiprazole,5-ht2a)",4161
8491,"(indomethacin,beta-induced)",4162
8492,"(acetylcysteine,nf-kappab)",4163
8493,"(dexamethasone,cyp3a4)",4164
8500,"(warfarin,cd62p)",4165
8501,"(everolimus,cyp3a)",4166
8503,"(remifentanil,g6pd)",4167
8504,"(fluorescein,adrenodoxin)",4168
8505,"(budesonide,p-gp)",4169
8507,"(vasopressin,apelin)",4170
8509,"(metformin,igf1)",4171
8510,"(rosiglitazone,pten)",4172
8515,"(olanzapine,irs2)",4173
8516,"(fk506,pai-1)",4174
8517,"(pargyline,demethylase)",4175
8518,"(valsartan,p47phox)",4176
8519,"(hemin,msp23)",4177
8520,"(nutlin-3,icam-1)",4178
8521,"(bortezomib,hsp72)",4179
8522,"(arsenite,abcb6)",4180
8524,"(cimetidine,bcrp)",4181
8525,"(chlorpromazine,calmodulin)",4182
8548,"(hydralazine,ssao)",4183
8549,"(hydroxyurea,mrc1)",4184
8550,"(capsaicin,ht-1080)",4185
8551,"(phenylbutazone,beta-glucuronidase)",4186
8552,"(doxorubicin,aml2)",4187
8553,"(berberine,mmp-9)",4188
8559,"(doxorubicin,aml3)",4189
8560,"(rapamycin,tp53)",4190
8561,"(gemfibrozil,apoe)",4191
8562,"(isoproterenol,pai-1)",4192
8563,"(naltrexone,beta-endorphin)",4193
8569,"(sorafenib,nhe1)",4194
8570,"(staurosporine,eotaxin)",4195
8571,"(triiodothyronine,pcp-2)",4196
8572,"(carotenoid,ccd1)",4197
8573,"(triacetyloleandomycin,cyp3a)",4198
8577,"(bortezomib,hsp70)",4199
8578,"(artesunate,irs1)",4200
8579,"(cetirizine,nk-1r)",4201
8580,"(decitabine,ifn-gamma)",4202
8581,"(ribavirin,vegf)",4203
8582,"(collagenase,cna1)",4204
8583,"(indomethacin,gastrin)",4205
8584,"(glyburide,abca1)",4206
8587,"(simvastatin,statin)",4207
8601,"(triiodothyronine,bdnf)",4208
8602,"(carboplatin,vegf)",4209
8605,"(estradiol,spinophilin)",4210
8606,"(citrulline,nnos)",4211
8608,"(hyaluronan,fibromodulin)",4212
8609,"(omeprazole,filgrastim)",4213
8610,"(lovastatin,e-selectin)",4214
8611,"(rolipram,cd11b)",4215
8613,"(genistein,creb)",4216
8614,"(rosiglitazone,cyp3a4)",4217
8615,"(rosiglitazone,apmap)",4218
8616,"(risedronate,bsap)",4219
8617,"(celecoxib,nfkappab)",4220
8620,"(spermine,nasp)",4221
8621,"(idarubicin,aida)",4222
8622,"(citalopram,mao-b)",4223
8623,"(febuxostat,oxidoreductase)",4224
8624,"(forskolin,nf-m)",4225
8625,"(tamoxifen,src-1)",4226
8626,"(tamoxifen,src-3)",4227
8627,"(dextran,il-5)",4228
8628,"(pge2,socs3)",4229
8629,"(lidocaine,methemoglobin)",4230
8630,"(protamine,srbc)",4231
8631,"(staurosporine,plab)",4232
8632,"(nifedipine,nnos)",4233
8634,"(thiotepa,nicotinamide)",4234
8635,"(corticotropin,pro-opiomelanocortin)",4235
8636,"(sildenafil,vegf-a)",4236
8637,"(sitagliptin,caspase-3)",4237
8638,"(risedronate,fpps)",4238
8639,"(naringenin,adiponectin)",4239
8640,"(gemcitabine,caspase-8)",4240
8641,"(etoposide,cyr61)",4241
8642,"(taxanes,ca-125)",4242
8644,"(gefitinib,darpp-32)",4243
8646,"(nimodipine,dhps)",4244
8648,"(epirubicin,foxm1)",4245
8649,"(forskolin,a-ii)",4246
8650,"(nitroprusside,nanp)",4247
8651,"(glucosamine,lectin)",4248
8655,"(ketoprofen,myod)",4249
8656,"(hyaluronan,ykl-40)",4250
8657,"(cisplatin,agat)",4251
8658,"(epirubicin,caspase-8)",4252
8659,"(doxorubicin,her-2)",4253
8661,"(scopolamine,swds)",4254
8662,"(thymalfasin,tace)",4255
8663,"(warfarin,arse)",4256
8664,"(vinblastine,rpn11)",4257
8665,"(bortezomib,hsp90)",4258
8666,"(ranitidine,e-selectin)",4259
8667,"(carnitine,acyltransferase)",4260
8681,"(forskolin,irs-1)",4261
8682,"(staurosporine,pld1)",4262
8683,"(quinacrine,scn2a)",4263
8685,"(oxytocin,rgs2)",4264
8687,"(lapatinib,erbb)",4265
8689,"(atra,cx43)",4266
8692,"(irap,il-1)",4267
8700,"(tetrahydrobiopterin,nnos)",4268
8701,"(doxycycline,oct4)",4269
8702,"(aldosterone,pparalpha)",4270
8703,"(budesonide,meds)",4271
8704,"(lidocaine,cd13)",4272
8705,"(gm-csf,perforin)",4273
8706,"(propranolol,ml-1)",4274
8707,"(loperamide,sglt1)",4275
8708,"(curcumin,factor-1)",4276
8709,"(troglitazone,gm-csf)",4277
8710,"(mithramycin,foxm1)",4278
8711,"(diazepam,gm-csf)",4279
8712,"(cilostazol,p300)",4280
8713,"(omalizumab,il-5)",4281
8714,"(deferoxamine,pai-1)",4282
8715,"(pge2,rankl)",4283
8719,"(curcumin,cd36)",4284
8720,"(mannitol,g-csf)",4285
8721,"(norethindrone,gnrh)",4286
8722,"(astemizole,eag1)",4287
8724,"(cisplatin,dj-1)",4288
8726,"(digoxin,ryr2)",4289
8728,"(budesonide,par-2)",4290
8729,"(dexamethasone,beta-induced)",4291
8732,"(curcumin,ap-1)",4292
8746,"(sunitinib,pdgfra)",4293
8747,"(saquinavir,cyp3a)",4294
8748,"(dipyridamole,cd40)",4295
8749,"(desloratadine,ccl5)",4296
8750,"(dexamethasone,cyp2s1)",4297
8751,"(nimesulide,cox2)",4298
8753,"(g-csf,nos-2)",4299
8754,"(l-leucine,mtor)",4300
8759,"(fluorescein,sers)",4301
8760,"(gp120,galc)",4302
8761,"(dexamethasone,tetranectin)",4303
8762,"(cerivastatin,nf-kappab)",4304
8763,"(nevirapine,cyp2b6)",4305
8764,"(betaine,mucin)",4306
8766,"(doxorubicin,ampk)",4307
8770,"(genistein,myogenin)",4308
8771,"(epirubicin,p-gp)",4309
8772,"(metronidazole,cyp3a)",4310
8773,"(dexamethasone,mmp-2)",4311
8781,"(dexamethasone,mmp-3)",4312
8784,"(rosiglitazone,smad2)",4313
8785,"(captopril,agas)",4314
8786,"(dexamethasone,mmp-9)",4315
8791,"(pyridoxal,trna)",4316
8792,"(arsenite,hif-1)",4317
8794,"(genistein,hsp90)",4318
8795,"(mithramycin,pai-1)",4319
8796,"(pitavastatin,apoa-i)",4320
8798,"(nevirapine,cyp2c9)",4321
8799,"(iloprost,cyr61)",4322
8800,"(latanoprost,oatp2a1)",4323
8801,"(curcumin,iapp)",4324
8803,"(telmisartan,nephrin)",4325
8804,"(levomepromazine,cyp2d6)",4326
8806,"(telmisartan,hmgb1)",4327
8807,"(imipramine,herg)",4328
8808,"(l-tryptophan,nicotinamide)",4329
8809,"(paclitaxel,xiap)",4330
8811,"(creatine,ctnt)",4331
8816,"(paclitaxel,map4)",4332
8817,"(agomelatine,5-ht2c)",4333
8818,"(bleomycin,blmh)",4334
8820,"(n-acetylcysteine,eaac1)",4335
8821,"(propranolol,5-ht1b)",4336
8823,"(oxatomide,icam-1)",4337
8824,"(propranolol,5-ht1a)",4338
8829,"(metformin,ampk)",4339
8894,"(naloxone,lhrh)",4340
8899,"(aldosterone,osteopontin)",4341
8903,"(cyclosporin,mrp2)",4342
8904,"(creatine,ctni)",4343
8911,"(l-dopa,dhpr)",4344
8912,"(methacholine,copd)",4345
8914,"(naringin,p-gp)",4346
8915,"(meth,sert)",4347
8917,"(vasopressin,calmodulin)",4348
8920,"(gm-csf,jak2)",4349
8926,"(sulphapyridine,il-1)",4350
8927,"(propofol,lfa-1)",4351
8928,"(arsenite,nqo1)",4352
8929,"(dextromethorphan,cyp3a4)",4353
8930,"(glibenclamide,alpha-glucosidase)",4354
8931,"(anistreplase,alteplase)",4355
8932,"(gp120,lectin)",4356
8936,"(estradiol,hsd17b7)",4357
8937,"(cetuximab,areg)",4358
8938,"(mitoxantrone,ikappabalpha)",4359
8939,"(oprelvekin,il-11)",4360
8940,"(cisplatin,jnk1)",4361
8941,"(paliperidone,herg)",4362
8942,"(indinavir,cyp7a1)",4363
8943,"(gm-csf,ifn-beta)",4364
8944,"(dexamethasone,csf2)",4365
8945,"(adalimumab,tace)",4366
8947,"(ramipril,nadph)",4367
8948,"(curcumin,cd28)",4368
8949,"(il-2,erk2)",4369
8950,"(noradrenaline,calcitonin)",4370
8951,"(cyclophosphamide,cyp3a4)",4371
8952,"(oxytocin,nkcc1)",4372
8954,"(clenbuterol,igf-i)",4373
8955,"(vigabatrin,gad67)",4374
8956,"(melatonin,per1)",4375
8957,"(dexamethasone,crf-r1)",4376
8958,"(cyclosporine,s100)",4377
8959,"(sorafenib,pc-3)",4378
8960,"(procainamide,smvt)",4379
8961,"(baclofen,pro-opiomelanocortin)",4380
8962,"(pemirolast,phospholipase)",4381
8963,"(wr-1065,vegf-a)",4382
8964,"(l-arg,mkp-1)",4383
8965,"(dexamethasone,mmp13)",4384
8966,"(melatonin,calretinin)",4385
8968,"(cefadroxil,pept2)",4386
8970,"(leflunomide,pals)",4387
8971,"(pge2,cyclooxygenase-1)",4388
8972,"(pge2,cyclooxygenase-2)",4389
8980,"(paclitaxel,egfr)",4390
8981,"(pioglitazone,apoa-ii)",4391
8982,"(finasteride,akr1d1)",4392
8983,"(simvastatin,sr-bi)",4393
8984,"(isoproterenol,carb)",4394
8985,"(lidocaine,cd50)",4395
8987,"(lamotrigine,bdnf)",4396
8988,"(dexamethasone,cyp11b1)",4397
8989,"(amitriptyline,ml-1)",4398
8990,"(muraglitazar,ppar)",4399
8997,"(glucosamine,il-5)",4400
8998,"(imipramine,cip1)",4401
8999,"(pge2,mkk4)",4402
9000,"(paclitaxel,spry2)",4403
9001,"(glucosamine,il-1)",4404
9003,"(tnf-r2,traf1)",4405
9004,"(tnf-r2,traf2)",4406
9006,"(et743,top1)",4407
9007,"(carbachol,acinus)",4408
9008,"(imatinib,egfr)",4409
9011,"(captopril,pept1)",4410
9013,"(spermine,beta-galactosidase)",4411
9014,"(lovastatin,caspase-3)",4412
9016,"(alefacept,cd69)",4413
9017,"(indomethacin,3alpha-hsd)",4414
9018,"(curcumin,5-lox)",4415
9019,"(staurosporine,bfgf)",4416
9021,"(adomet,mat2a)",4417
9023,"(ritonavir,nfkappab)",4418
9024,"(cetuximab,bnip3l)",4419
9025,"(triiodothyronine,dio2)",4420
9026,"(dexamethasone,cpvl)",4421
9027,"(saha,hdac)",4422
9040,"(pioglitazone,ppar-alpha)",4423
9041,"(ouabain,dheas)",4424
9042,"(sn-38,ugt1a1)",4425
9051,"(rosiglitazone,htra3)",4426
9052,"(adomet,mat1a)",4427
9056,"(auranofin,rac1)",4428
9057,"(paclitaxel,md-2)",4429
9058,"(aldosterone,ctgf)",4430
9063,"(curcumin,gadd153)",4431
9068,"(lovastatin,p-gp)",4432
9072,"(indomethacin,irap)",4433
9073,"(ajmaline,herg)",4434
9075,"(genistein,mir-21)",4435
9077,"(atra,hdac2)",4436
9078,"(imipramine,bdnf)",4437
9081,"(donepezil,cadasil)",4438
9083,"(buserelin,aromatase)",4439
9085,"(dexamethasone,fractalkine)",4440
9086,"(gentamicin,caspase-3)",4441
9087,"(selegiline,mao-b)",4442
9109,"(irinotecan,mrp2)",4443
9110,"(paclitaxel,oatp2)",4444
9111,"(rosiglitazone,cox2)",4445
9112,"(dextran,lectin)",4446
9113,"(paclitaxel,atf3)",4447
9114,"(glibenclamide,mt-nd4)",4448
9115,"(iohexol,endothelin-1)",4449
9116,"(melatonin,egr1)",4450
9117,"(troglitazone,adipogenin)",4451
9118,"(selegiline,mao-a)",4452
9119,"(ketamine,dynorphin)",4453
9120,"(theophylline,igfbp-1)",4454
9122,"(everolimus,ctla-4)",4455
9123,"(meth,met-enkephalin)",4456
9124,"(fibrates,rantes)",4457
9125,"(indomethacin,erk2)",4458
9126,"(nimesulide,aromatase)",4459
9127,"(il-2,p21ras)",4460
9130,"(digoxin,hif-1alpha)",4461
9131,"(cyclophosphamide,irbp)",4462
9132,"(cinalukast,leukotriene)",4463
9133,"(imatinib,atcs)",4464
9134,"(roflumilast,cyp3a4)",4465
9135,"(etoposide,rap80)",4466
9136,"(digoxin,leukotriene)",4467
9137,"(amitriptyline,5-ht1c)",4468
9139,"(norepinephrine,enos)",4469
9140,"(fk506,fkbp5)",4470
9142,"(budesonide,icam-1)",4471
9143,"(cyclosporin,ppase)",4472
9144,"(fk506,fkbp6)",4473
9145,"(icil-1ra,beta-induced)",4474
9146,"(verapamil,pgp1)",4475
9147,"(gemcitabine,mcl-1)",4476
9148,"(bleomycin,brca1)",4477
9149,"(midazolam,cyp3a)",4478
9167,"(methylphenidate,cholinesterase)",4479
9168,"(alefacept,cd25)",4480
9169,"(sn-38,ugt1a7)",4481
9170,"(progestogens,igf-i)",4482
9171,"(norepinephrine,cox-2)",4483
9173,"(cyclosporin,achn)",4484
9174,"(atra,gm-csf)",4485
9175,"(atorvastatin,pltp)",4486
9178,"(pyridoxal,tryptophanase)",4487
9179,"(etoposide,ml-1)",4488
9182,"(nystatin,dynamin)",4489
9183,"(sulphathiazole,ml-1)",4490
9184,"(erlotinib,c-erbb-3)",4491
9185,"(tamoxifen,vegf)",4492
9195,"(midazolam,cyp2c)",4493
9196,"(terazosin,alpha1)",4494
9198,"(losartan,nf-kappab)",4495
9200,"(papain,scca1)",4496
9202,"(tiotropium,muc5ac)",4497
9203,"(taurine,apob)",4498
9204,"(isoniazid,nat2)",4499
9205,"(fk506,pars)",4500
9206,"(doxorubicin,cdk2)",4501
9207,"(isoniazid,nat1)",4502
9208,"(cisplatin,nact)",4503
9210,"(glimepiride,adiponectin)",4504
9211,"(quetiapine,p-gp)",4505
9212,"(colchicine,cyp2c9)",4506
9213,"(hydrocortisone,transcortin)",4507
9214,"(hyaluronidase,hyalp1)",4508
9215,"(hyaluronan,hyal1)",4509
9219,"(hyaluronan,hyal2)",4510
9220,"(triiodothyronine,e-cadherin)",4511
9221,"(enalaprilat,kallikrein)",4512
9222,"(lapatinib,mmp-9)",4513
9223,"(venlafaxine,hsp70)",4514
9224,"(doxorubicin,gcsf)",4515
9225,"(curcumin,ikappabalpha)",4516
9227,"(fludarabine,hsp90)",4517
9228,"(ru486,stx2)",4518
9230,"(naloxone,nox2)",4519
9231,"(pentagastrin,calcitonin)",4520
9242,"(colchicine,cyp2b6)",4521
9243,"(disulfiram,aldh2)",4522
9244,"(disulfiram,aldh1)",4523
9246,"(gefitinib,cyp3a4)",4524
9249,"(il-2,gastrin)",4525
9250,"(clodronate,nf-kappab)",4526
9251,"(alprostadil,vegf)",4527
9252,"(methotrexate,leukotriene)",4528
9254,"(saracatinib,mtor)",4529
9255,"(nateglinide,slco1b1)",4530
9256,"(meth,ifn-gamma)",4531
9257,"(dasatinib,ack1)",4532
9259,"(atovaquone,cytb)",4533
9261,"(medroxyprogesterone,pthrp)",4534
9262,"(indomethacin,cox2)",4535
9266,"(rituximab,amyloidosis)",4536
9267,"(fk506,apoe)",4537
9268,"(naringenin,mct1)",4538
9270,"(estradiol,lhrh)",4539
9274,"(doxorubicin,bcl2)",4540
9275,"(eplerenone,osteopontin)",4541
9276,"(fk506,icam-1)",4542
9280,"(rimonabant,acat)",4543
9283,"(nitroprusside,beta-galactosidase)",4544
9285,"(hyaluronidase,beta-glucuronidase)",4545
9287,"(metformin,il1rn)",4546
9288,"(estradiol,aurora-a)",4547
9289,"(doxycycline,il-5)",4548
9290,"(il-2,smad3)",4549
9291,"(docetaxel,p190)",4550
9292,"(goserelin,aromatase)",4551
9293,"(hydroquinone,nf-kappab)",4552
