,path,column_indice
10123,"[prep_with, days, prep_for, incubated, partmod, fibroblasts, prep_of, sonication, agent, prepared, partmod, homogenates, prep_in, increased, nsubj, activities, prep_of, b, amod]",501
28835,"[prep_with, days, prep_for, incubated, partmod, fibroblasts, prep_of, sonication, agent, prepared, partmod, homogenates, prep_in, increased, nsubj, activities, prep_of, b, amod]",501
15513,"[prep_to, associated, nsubjpass, mutations, prep_in]",502
13356,"[amod, gene, prep_to, linked, partmod, gene, nn]",503
20815,"[amod, gene, prep_to, linked, partmod, gene, nn]",503
18616,"[amod, gene, prep_to, linked, partmod, gene, nn]",503
13093,"[dobj, adding, prepc_of, ratio, appos]",504
15694,"[dobj, adding, prepc_of, ratio, appos]",504
4508,"[appos, rapamycin, dep]",505
18312,"[appos, rapamycin, dep]",505
21371,"[nsubj, reversed, prep_in, activation, nn]",507
22334,"[nsubj, reversed, prep_in, activation, nn]",507
10072,"[prep_with, investigate, dobj]",508
10173,"[prep_in, rats, nn]",509
28650,"[prep_in, rats, nn]",509
10324,"[amod, transport, prep_by]",511
22878,"[amod, transport, prep_by]",511
22857,"[amod, transport, prep_by]",511
7970,"[amod, transport, prep_by]",511
4470,"[amod, transport, prep_by]",511
21164,"[prep_of, effect, dobj, assessed, prep_on, expression, prep_of, fibronectin, appos]",512
8516,"[prep_of, effect, dobj, assessed, prep_on, expression, prep_of, fibronectin, appos]",512
9540,"[amod, activity, dep]",513
25796,"[nsubj, activates, dobj, kinase, amod]",514
17103,"[nsubj, activates, dobj, kinase, amod]",514
22595,"[agent, induced, rcmod, activity, nn]",516
2287,"[agent, induced, rcmod, activity, nn]",516
1541,"[prep_with, inhibitor, amod]",517
13081,"[prep_with, inhibitor, amod]",517
15121,"[prep_with, inhibitor, amod]",517
29229,"[prep_with, inhibitor, amod]",517
27104,"[prep_with, inhibitor, amod]",517
9227,"[prep_with, inhibitor, amod]",517
26066,"[prep_with, inhibitor, amod]",517
11961,"[prep_with, inhibitor, amod]",517
9825,"[prep_with, inhibitor, amod]",517
15572,"[prep_with, inhibitor, amod]",517
8255,"[prep_of, administration, nsubj, decreased, dobj, activity, nn]",518
2827,"[prep_of, administration, nsubj, decreased, dobj, activity, nn]",518
7075,"[prep_of, administration, nsubj, decreased, dobj, activity, nn]",518
5552,"[nsubjpass, tested, prep_in, model, partmod, using, dobj, cells, partmod, activated, agent, activator, prep_of, ligand, appos]",519
394,"[nsubjpass, tested, prep_in, model, partmod, using, dobj, cells, partmod, activated, agent, activator, prep_of, ligand, appos]",519
23800,"[prep_by, protein, amod]",521
18437,"[prep_by, protein, amod]",521
26259,"[prep_of, effect, amod]",523
12113,"[prep_of, effect, amod]",523
26280,"[prep_of, effect, amod]",523
27435,"[prep_of, effect, amod]",523
25704,"[prep_of, effect, amod]",523
12073,"[prep_of, effect, amod]",523
5150,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
3409,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
24203,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
12268,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
28257,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
25448,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
12703,"[prep_of, effect, dobj, examined, prep_on, expression, prep_of]",524
1807,"[amod, treatment, prep_on, expression, nn]",525
17132,"[prep_to, induced, nsubj]",526
26712,"[amod, formation, prep_via]",527
5022,"[agent, inhibited, nsubjpass, binding, nn]",528
12591,"[amod, synthesis, amod]",529
15337,"[amod, synthesis, amod]",529
22500,"[amod, synthesis, amod]",529
4008,"[nsubj, augments, prep_to]",530
16884,"[nsubj, augments, prep_to]",530
1034,"[amod, tetrahydropteridine, dep]",531
10382,"[amod, tetrahydropteridine, dep]",531
14135,"[nsubj, increase, dobj, levels, prep_of]",532
2262,"[nsubj, increase, dobj, levels, prep_of]",532
5769,"[amod, selective, amod]",533
13377,"[amod, selective, amod]",533
19878,"[nsubj, enhance, dobj, expression, prep_of]",534
4556,"[nsubj, enhance, dobj, expression, prep_of]",534
4163,"[amod, genes, nn]",535
8667,"[amod, genes, nn]",535
19787,"[amod, genes, nn]",535
25755,"[amod, regulation, prep_of]",536
29128,"[amod, regulation, prep_of]",536
22246,"[amod, regulation, prep_of]",536
15278,"[nn, markedly, nsubj, expanded, dobj, population, nn]",537
16129,"[nn, markedly, nsubj, expanded, dobj, population, nn]",537
25304,"[prep_of, administration, prep_after, increased, nsubj, excretion, prep_of]",538
2219,"[prep_of, administration, prep_after, increased, nsubj, excretion, prep_of]",538
25600,"[prep_of, target, nsubj, regulates, dobj, growth, prep_via, kinase, appos]",539
4943,"[prep_of, target, nsubj, regulates, dobj, growth, prep_via, kinase, appos]",539
16343,"[xsubj, inhibitors, prep_of, activity, nn]",540
28435,"[xsubj, inhibitors, prep_of, activity, nn]",540
27416,"[agent, enhanced, nsubjpass, production, nn]",541
18181,"[agent, enhanced, nsubjpass, production, nn]",541
21209,"[agent, enhanced, nsubjpass, production, nn]",541
8451,"[prep_for, interaction, prep_of, sites, dobj, explains, nsubj, inhibition, prep_of, uptake, prep_via]",542
2004,"[prep_for, interaction, prep_of, sites, dobj, explains, nsubj, inhibition, prep_of, uptake, prep_via]",542
25050,"[prep_of, gene, nn]",543
13138,"[prep_in, patients, prep_with, genotype, nn]",544
13718,"[prep_in, patients, prep_with, genotype, nn]",544
8649,"[prep_with, stimulated, prep_with]",545
23903,"[appos, inhibitors, dep]",546
18617,"[xcomp, metabolized, agent]",547
7643,"[xcomp, metabolized, agent]",547
10257,"[prep_to, conferred, nsubj, overexpression, prep_of]",548
14681,"[prep_to, conferred, nsubj, overexpression, prep_of]",548
3645,"[nsubj, cytotoxic, prep_in, cells, nn]",549
5078,"[nsubj, cytotoxic, prep_in, cells, nn]",549
7754,"[prep_in, presence, prep_of, inhibitors, amod]",550
21843,"[prep_in, presence, prep_of, inhibitors, amod]",550
9551,"[appos, tetrahydropteridine, dep]",551
14600,"[prep_with, revealed, dobj, expression, prep_of]",552
9797,"[prep_with, revealed, dobj, expression, prep_of]",552
27973,"[rcmod, activates, dobj]",554
15825,"[rcmod, activates, dobj]",554
13342,"[nsubj, affect, dobj, level, prep_of]",555
18329,"[nsubj, affect, dobj, level, prep_of]",555
24271,"[nsubj, affect, dobj, level, prep_of]",555
4836,"[amod, activation, amod]",556
27768,"[amod, activation, amod]",556
23661,"[amod, activation, amod]",556
23343,"[nsubj, enhanced, prep_by]",557
25956,"[nsubj, enhanced, prep_by]",557
25772,"[nn, isothiocyanate, prep_with, modified, nsubjpass]",558
8504,"[nn, isothiocyanate, prep_with, modified, nsubjpass]",558
19451,"[prep_of, effects, dobj, examined, prep_on, activity, amod]",559
25305,"[prep_of, effects, dobj, examined, prep_on, activity, amod]",559
26983,"[agent, modulated, nsubjpass, expression, prep_of]",560
12034,"[agent, modulated, nsubjpass, expression, prep_of]",560
3377,"[agent, modulated, nsubjpass, expression, prep_of]",560
5563,"[amod, ranitidine, dep, follows, dep]",562
1530,"[amod, ranitidine, dep, follows, dep]",562
9861,"[prep_of, effects, dobj, abolished, prep_on, expression, amod]",563
6789,"[prep_of, effects, dobj, abolished, prep_on, expression, amod]",563
20919,"[agent, inactivated, nsubjpass]",564
11910,"[agent, inactivated, nsubjpass]",564
5581,"[agent, inactivated, nsubjpass]",564
25130,"[agent, inactivated, nsubjpass]",564
21146,"[nsubj, blocked, dobj, effects, prep_of, phenylephrine, appos, agent, nn]",565
15516,"[nsubj, blocked, dobj, effects, prep_of, phenylephrine, appos, agent, nn]",565
661,"[nn, mice, prep_in, greater, nsubj, enhancement, prep_of, factor, appos]",566
8022,"[nn, mice, prep_in, greater, nsubj, enhancement, prep_of, factor, appos]",566
9604,"[agent, inhibited, nsubjpass, expression, amod]",567
586,"[agent, inhibited, nsubjpass, expression, amod]",567
26606,"[agent, inhibited, nsubjpass, expression, amod]",567
25750,"[agent, inhibited, nsubjpass, expression, amod]",567
2706,"[agent, inhibited, nsubjpass, expression, amod]",567
12009,"[agent, inhibited, nsubjpass, expression, amod]",567
2887,"[nn, concentration, prep_of]",568
15518,"[nn, concentration, prep_of]",568
2305,"[nn, concentration, prep_of]",568
24443,"[prep_by, inhibition, prep_with]",569
28630,"[nsubj, showed, dobj, inhibition, prep_of]",570
8222,"[prep_with, treated, partmod, cells, prep_in, expressed, nsubjpass]",571
6706,"[prep_with, treated, partmod, cells, prep_in, expressed, nsubjpass]",571
14142,"[prep_of, effects, dobj, investigated, prep_on, activity, appos]",572
11250,"[prep_of, effects, dobj, investigated, prep_on, activity, appos]",572
696,"[prep_with, examined, prep_in, patients, prep_with, mellitus, appos]",573
6730,"[nsubj, enhanced, dobj, accumulation, prep_of, cells, partmod, overexpressing, dobj]",574
4040,"[dep, lecithinase, nn]",575
1947,"[dep, lecithinase, nn]",575
20941,"[nsubjpass, required, prep_for]",576
2253,"[nsubjpass, required, prep_for]",576
26379,"[nn, a, amod]",577
15911,"[nn, a, amod]",577
14961,"[nn, a, amod]",577
12618,"[nn, a, amod]",577
12855,"[amod, treatment, nsubj, resulted, prep_in, expression, prep_of]",578
1477,"[amod, treatment, nsubj, resulted, prep_in, expression, prep_of]",578
13658,"[agent, activation, partmod]",579
18539,"[agent, activation, partmod]",579
26998,"[appos, ligand, nn]",580
12019,"[appos, ligand, nn]",580
7572,"[appos, ligand, nn]",580
1580,"[appos, ligand, nn]",580
17713,"[dep, testosterone, prep_of, activity, prep_of]",581
5507,"[dep, testosterone, prep_of, activity, prep_of]",581
28919,"[nn, family, prep_of, member, appos]",582
3833,"[amod, protein, dep]",583
27193,"[amod, protein, dep]",583
188,"[amod, protein, dep]",583
3827,"[amod, protein, dep]",583
22702,"[amod, protein, dep]",583
7104,"[nsubj, inhibits, dobj, phosphodiesterase, appos]",584
13474,"[nsubj, inhibited, dobj, activation, amod]",585
2316,"[nsubj, inhibited, dobj, activation, amod]",585
5720,"[nsubj, inhibited, dobj, activation, amod]",585
13929,"[nsubj, inhibited, dobj, activation, amod]",585
26081,"[nsubj, inhibited, dobj, activation, amod]",585
7739,"[nsubj, inhibited, dobj, activation, amod]",585
4158,"[nsubj, inhibited, dobj, activation, amod]",585
3605,"[nsubj, inhibited, dobj, activation, amod]",585
11678,"[nsubj, inhibited, dobj, activation, amod]",585
17624,"[nsubj, inhibited, dobj, activation, amod]",585
21812,"[nsubj, inhibited, dobj, activation, amod]",585
5583,"[nsubj, inhibited, dobj, activation, amod]",585
12023,"[nsubj, inhibited, dobj, activation, amod]",585
8079,"[nsubj, inhibited, dobj, activation, amod]",585
10387,"[nsubj, inhibited, dobj, activation, amod]",585
10453,"[nsubj, inhibited, dobj, activation, amod]",585
14693,"[nsubj, inhibitor, prep_of, activity, prep_of]",586
21389,"[nsubj, inhibitor, prep_of, activity, prep_of]",586
10306,"[nsubj, inhibitor, prep_of, activity, prep_of]",586
25713,"[prep_with, decreased, nsubj]",587
15257,"[prep_with, decreased, nsubj]",587
21397,"[prep_with, decreased, nsubj]",587
4961,"[prep_of, effects, nsubjpass, mediated, prep_via]",588
14865,"[prep_of, uptake, prep_in, involved, nsubjpass]",589
25283,"[prep_of, uptake, prep_in, involved, nsubjpass]",589
27809,"[nsubj, decreases, dobj]",590
27141,"[nsubj, decreases, dobj]",590
26074,"[nsubj, decreases, dobj]",590
25591,"[nsubj, decreases, dobj]",590
24943,"[prep_with, support, amod]",591
8231,"[prep_with, support, amod]",591
18603,"[prep_with, support, amod]",591
29212,"[prep_with, support, amod]",591
28066,"[prep_with, support, amod]",591
11721,"[prep_with, support, amod]",591
3859,"[prep_with, support, amod]",591
3817,"[prep_of, binding, dobj]",592
26750,"[prep_of, binding, dobj]",592
22616,"[nn, concentrations, appos]",593
15889,"[nn, concentrations, appos]",593
6502,"[pobj, reduced, dobj]",595
1997,"[pobj, reduced, dobj]",595
29324,"[nsubj, decreased, advcl, increased, nsubj]",596
9756,"[nsubj, activates, acomp]",597
19760,"[nsubj, activates, acomp]",597
3025,"[prep_by, vitro, prep_in]",598
12451,"[prep_by, vitro, prep_in]",598
5725,"[amod, hydrochloride, prep_by]",599
26052,"[amod, hydrochloride, prep_by]",599
1108,"[nsubj, induces, dobj, production, prep_of, cells, amod]",600
27857,"[nsubj, induces, dobj, production, prep_of, cells, amod]",600
5948,"[amod, hcl, prep_for]",601
27115,"[amod, hcl, prep_for]",601
27102,"[agent, reduced, nsubjpass, protein, nn]",602
10529,"[agent, reduced, nsubjpass, protein, nn]",602
15156,"[nsubj, play, prep_by]",603
29045,"[dep, factors, dep]",604
16696,"[dep, factors, dep]",604
460,"[dep, factors, dep]",604
23996,"[agent, reversed, nsubjpass, ratio, prep_of, expression, nn]",605
1943,"[agent, reversed, nsubjpass, ratio, prep_of, expression, nn]",605
8549,"[prep_to, sensitive, nsubj, mutants, amod]",606
26760,"[prep_to, sensitive, nsubj, mutants, amod]",606
12679,"[prep_to, sensitive, nsubj, mutants, amod]",606
24539,"[prep_to, sensitive, nsubj, mutants, amod]",606
13026,"[prep_for, had, nsubj]",607
11523,"[prep_for, had, nsubj]",607
9583,"[appos, inhibitor, prep_of, factor, appos]",608
16708,"[appos, inhibitor, prep_of, factor, appos]",608
27124,"[amod, derivatives, prep_with]",609
15227,"[amod, derivatives, prep_with]",609
7930,"[agent, activated, nsubjpass, protein, nn]",610
5334,"[agent, activated, nsubjpass, protein, nn]",610
2770,"[nsubj, induced, dobj, expression, nn]",611
25266,"[nsubj, induced, dobj, expression, nn]",611
15071,"[nsubj, induced, dobj, expression, nn]",611
5648,"[nsubj, induced, dobj, expression, nn]",611
22575,"[nsubj, induced, dobj, expression, nn]",611
1235,"[nsubj, induced, dobj, expression, nn]",611
6413,"[nsubj, induced, dobj, expression, nn]",611
3351,"[nsubj, induced, dobj, expression, nn]",611
4082,"[nsubj, induced, dobj, expression, nn]",611
11329,"[nsubj, induced, dobj, expression, nn]",611
21763,"[amod, agonists, amod]",612
10834,"[amod, agonists, amod]",612
2898,"[amod, agonists, amod]",612
20771,"[amod, agonists, amod]",612
27690,"[amod, agonists, amod]",612
13675,"[prep_as, inhibitor, appos]",613
24184,"[rcmod, inhibited, dobj, expression, amod]",614
18217,"[rcmod, inhibited, dobj, expression, amod]",614
22694,"[rcmod, inhibited, dobj, expression, amod]",614
12647,"[prep_in, therapy, amod]",616
9425,"[prep_to, site, prep_of]",617
9184,"[prep_for, expression, amod]",618
12868,"[prep_of, form, nsubj]",619
991,"[prep_of, form, nsubj]",619
8268,"[prep_of, form, nsubj]",619
25819,"[agent, induced, partmod, mrna, nn]",620
4987,"[agent, induced, partmod, mrna, nn]",620
890,"[agent, induced, partmod, mrna, nn]",620
26551,"[amod, agonists, prep_of]",621
10579,"[amod, agonists, prep_of]",621
7434,"[amod, activator, prep_for, receptor, nsubj]",622
3085,"[nsubj, decreased, prep_with]",623
7678,"[nsubj, decreased, prep_with]",623
5660,"[nsubj, decreased, prep_with]",623
2749,"[nsubj, decreased, prep_with]",623
15838,"[dep, anthracyclines, appos, drugs, nsubj, substrates, nn]",624
28288,"[nsubj, reduced, prep_in, mice, amod]",626
10759,"[nsubj, reduced, prep_in, mice, amod]",626
12251,"[nsubj, reduced, prep_in, mice, amod]",626
28871,"[nn, activity, nsubjpass, measured, prep_in, cells, nn]",628
29004,"[nn, activity, nsubjpass, measured, prep_in, cells, nn]",628
20128,"[xsubj, patients, nn]",629
5515,"[xsubj, patients, nn]",629
25033,"[prep_of, microg, prep_with, incubated, nsubjpass]",630
29152,"[prep_of, microg, prep_with, incubated, nsubjpass]",630
17878,"[appos, eotaxin, appos]",631
23387,"[appos, eotaxin, appos]",631
23389,"[appos, eotaxin, appos]",631
11867,"[appos, eotaxin, appos]",631
25551,"[nsubj, increase, dobj, activity, prep_of]",632
20584,"[nsubj, increase, dobj, activity, prep_of]",632
22283,"[appos, abilities, dobj, investigate, infmod, strain, partmod, transformed, prep_with, vectors, partmod, carrying, dobj, cdnas, prep_of, alleles, num]",633
25992,"[appos, abilities, dobj, investigate, infmod, strain, partmod, transformed, prep_with, vectors, partmod, carrying, dobj, cdnas, prep_of, alleles, num]",633
1929,"[prep_of, addition, appos, inhibitor, nn]",634
18078,"[prep_of, addition, nsubj, resulted, prep_in, phosphorylation, prep_of]",636
13032,"[prep_of, addition, nsubj, resulted, prep_in, phosphorylation, prep_of]",636
9133,"[amod, carcinomas, appos]",637
26602,"[amod, carcinomas, appos]",637
24663,"[prep_with, pathway, nn]",638
5248,"[appos, csf, amod]",639
15945,"[nsubj, attenuated, prep_through]",640
13320,"[nsubj, activates, dobj, synthase, appos]",642
5975,"[nsubj, activates, dobj, synthase, appos]",642
16263,"[nn, domain, nn]",643
25218,"[nn, domain, nn]",643
947,"[nn, domain, nn]",643
17904,"[nsubj, inhibited, prep_from, cells, nn]",644
5830,"[nsubj, inhibited, prep_from, cells, nn]",644
27541,"[prep_of, detection, prep_for, method, amod]",645
27960,"[prep_of, detection, prep_for, method, amod]",645
25958,"[nsubj, stimulates, dobj, release, amod]",646
24476,"[nsubj, stimulates, dobj, release, amod]",646
17678,"[nsubj, stimulates, dobj, release, amod]",646
2557,"[nsubj, stimulates, dobj, release, amod]",646
14062,"[dobj, bind, nsubj]",647
17880,"[dobj, bind, nsubj]",647
26028,"[dobj, bind, nsubj]",647
3629,"[dobj, bind, nsubj]",647
26929,"[dobj, bind, nsubj]",647
23701,"[dobj, bind, nsubj]",647
2162,"[dobj, bind, nsubj]",647
8713,"[amod, group, prep_in, decreased, nsubj]",648
6834,"[amod, group, prep_in, decreased, nsubj]",648
7524,"[amod, group, prep_in, decreased, nsubj]",648
6286,"[prep_of, effect, dobj, attenuated, nsubj, overexpression, prep_of]",649
4710,"[prep_of, effect, dobj, attenuated, nsubj, overexpression, prep_of]",649
11433,"[prep_such_as, molecules, prep_with, kinases, nn]",650
12782,"[prep_to, inhibitor, amod]",651
17351,"[prep_to, inhibitor, amod]",651
26018,"[prep_such_as, substrates, nn]",652
21477,"[prep_such_as, substrates, nn]",652
4315,"[prep_such_as, substrates, nn]",652
22834,"[prep_such_as, substrates, nn]",652
13613,"[prep_such_as, effects, prep_of, inhibitors, amod]",653
20644,"[nn, lar, prep_with, had, dobj, rate, prep_of, normalization, amod]",654
13593,"[prep_on, production, amod]",655
12744,"[prep_on, production, amod]",655
27835,"[prep_on, production, amod]",655
13410,"[prep_on, production, amod]",655
10259,"[prep_on, production, amod]",655
25295,"[prep_on, production, amod]",655
28785,"[prep_on, production, amod]",655
